cost,name,classes,tribes,keywords,implementationStatus,occurrencesInApp,text
2,歌姫のマポレーナ,魔剣士,なし,れんけい,専用実装あり,1,れんけい:次に場に出る味方ユニット1体を+1/+1
2,白煙のホワイトビート,共通,なし,召喚時/ターン終了/ステルス,汎用処理で一部対応の可能性,0,召喚時:次の相手のターン終了時までステルスを得る。味方のヒーロースキルを2回まで発動できるようになる
2,石炭つむり,僧侶,スライム,死亡時/テンション/におうだち,汎用処理で一部対応の可能性,0,味方建物がある間におうだちと「死亡時：味方リーダーのテンション+1」を得る
3,いしにんぎょう,僧侶,なし,召喚時,未実装疑い,0,前列召喚時：ユニット1体のHP+2、後列召喚時:ユニット1体の攻撃力をHPと同じ値にする
3,おおねずみ,商人,なし,死亡時,未実装疑い,0,死亡時：1/1のやまねずみを2体出す。対戦中に味方建物が3つ以上出ていたら代わりに2/2のやまねずみを2体出す
3,おにこぞう,戦士,なし,ターン開始,未実装疑い,0,自分のターン開始時このユニットが前列にいる場合7/7おにこんぼうに変身する
3,おばけねずみ,商人,なし,ターン終了,未実装疑い,0,自分のターン終了時1/1のやまねずみを1体出す
3,からくりだいみょう,共通,なし,召喚時,未実装疑い,0,召喚時：味方ユニット1体をこのユニットの前後に移動させる
3,くさった死体,共通,ゾンビ,召喚時,未実装疑い,0,召喚時：敵リーダーの武器を破壊する
3,げんじゅつし,魔法使い,なし,,未実装疑い,0,特技ダメージ+1
3,ごうけつぐま,共通,なし,絶好調,未実装疑い,0,絶好調、このユニットが絶好調状態なら攻撃力+2と「敵リーダーを攻撃できない」を得る
3,しのどれい,武闘家,ゾンビ,召喚時,未実装疑い,0,召喚時:このユニットがいる横一列の後列マスの地形を全てすべる床に変える。 この効果は地形の上書きはできない。
3,じめじめバブル,僧侶,スライム,召喚時,未実装疑い,0,召喚時：敵ユニットが2体以上いるなら敵ユニット1体の攻撃力-1
3,じんめんガエル,共通,なし,,未実装疑い,0,後列にいる場合攻撃力+5
3,たまねぎマン,占い師,なし,占い,未実装疑い,0,占い：①ユニット1体の攻撃力を2にする②：ユニット1体のHPを2にする
3,だいおうイカ,共通,なし,死亡時/GET,未実装疑い,0,死亡時:GET(2)
3,だいおうキッズ,武闘家,なし,召喚時,未実装疑い,0,召喚時：次のターン相手はユニットを後列に召喚できない。
3,ちんもくのひつじ,共通,なし,召喚時,未実装疑い,0,召喚時：正面にいるランダムな敵ユニット1体を封印する。
3,つかいま,魔剣士,なし,死亡時,未実装疑い,0,死亡時：最大MPが1増える
3,つららスライム,共通,スライム,召喚時,未実装疑い,0,召喚時：1マス前にいるユニットの攻撃力-2
3,てつのさそり,魔法使い,なし,パワフルバッジ,未実装疑い,0,パワフルバッジ：スライム系の味方ユニットのHP+1
3,とうぞくこぞう,盗賊,なし,召喚時,未実装疑い,0,召喚時：自分の手札から1枚選んで捨てる
3,とげこんぼう,魔剣士,なし,召喚時/テンション,未実装疑い,0,召喚時：味方ヒーローがいる場合味方リーダーのテンション+2
3,どくろ大臣,共通,ゾンビ,死亡時,未実装疑い,0,死亡時:コスト2以下のランダムなゾンビ系の味方ユニット1体をこのマスに復活させる
3,どろにんぎょう,共通,なし,召喚時,未実装疑い,0,召喚時：次の相手のターン相手のMPが1減る
3,なぞの神官,占い師,なし,占い,未実装疑い,0,味方ヒーローがいる場合占いカードのコスト-1
3,ぬすっとウサギ,武闘家,なし,,未実装疑い,0,攻撃対象が敵リーダーの場合カードを1枚引く
3,はしりとかげ,共通,ドラゴン,,未実装疑い,1,いずれかのプレイヤーのヒーロースキルが発動した後味方リーダーを3回復
3,ばくだん岩,共通,なし,死亡時,未実装疑い,0,死亡時：前列にいる全てのユニットに2ダメージ
3,ひぐらしそう,共通,なし,選択,未実装疑い,0,選択：・コスト1のランダムなユニットカードを手札に1枚加える・コスト3のランダムな特技カードを手札に1枚加える
3,ふくぶくろ,共通,なし,召喚時,未実装疑い,0,召喚時：両プレイヤーはカードを２枚引く
3,ふくめんバニー,武闘家,なし,,未実装疑い,0,攻撃対象が敵リーダーの場合武術カード1枚を手札に加える
3,ほねコウモリ,共通,ゾンビ,召喚時,未実装疑い,0,召喚時：このユニットに3ダメージを与える
3,ぼうれい剣士,戦士,ゾンビ,死亡時,未実装疑い,0,死亡時：前後にいる味方ユニットの攻撃力+2
3,まおうのランプ,魔剣士,なし,死亡時,未実装疑い,0,死亡時:自分の手札とデッキの魔王系ユニットカードのコスト−1
3,ましょうぐも,僧侶,なし,,未実装疑い,0,すべての敵は回復の効果で代わりにダメージを受ける
3,もりもりスライム,共通,スライム,召喚時,未実装疑い,0,召喚時：1/1のスライムを1体出す。
3,アイアンクック,戦士,なし,召喚時/ターン開始,未実装疑い,0,召喚時：次の自分のターン開始時まで味方リーダーが受けるダメージ-1 スキルブースト:受けるダメージ-1
3,アカイライ,共通,なし,ターン終了,未実装疑い,0,自分のターン終了時このユニットがダメージを受けているならカードを1枚引く。
3,アローインプ,共通,なし,,未実装疑い,0,後列から攻撃する場合敵ユニットから反撃を受けない
3,イエティ,武闘家,なし,,未実装疑い,0,自分がコスト1以下の手札を使う度攻撃力+1
3,イザヤール,共通,冒険者,召喚時,未実装疑い,0,召喚時：全ての味方冒険者に作戦を出す
3,ウィッチネイル,魔剣士,ゾンビ,,未実装疑い,0,ダメージを与えたユニットを死亡させる
3,ウィッチレディ,魔法使い,なし,テンション,未実装疑い,0,自分が特技を使って敵ユニットを倒す度味方リーダーのテンション+1
3,エビルマスター,共通,なし,召喚時,未実装疑い,0,召喚時：自分のデッキからスライム系、ドラゴン系、ゾンビ系のいずれか1枚を引く
3,オーガソルジャー,魔剣士,なし,召喚時,未実装疑い,0,召喚時：全てのピサロナイトにさくせんを出す
3,オーガー,占い師,なし,,未実装疑い,0,天啓の神域の効果によってデッキから手札にこのカードが加わった場合、ランダムな敵ユニットに3ダメージ
3,ガスト,戦士,なし,パワフルバッジ,未実装疑い,0,パワフルバッジ：ゾンビ系の味方ユニットのHP+1
3,キャタピラー,僧侶,なし,召喚時,未実装疑い,0,召喚時：味方ユニット1体のHP+2
3,キャットバット,共通,なし,召喚時,未実装疑い,0,召喚時：このユニットの前後にキャットバットを出す
3,グリゴンダンス,共通,なし,テンション,未実装疑い,0,テンションリンク：全てのユニットに1ダメージ
3,グリムン,魔法使い,なし,召喚時,未実装疑い,0,召喚時：このターン中次に使う建物カードのコスト-2
3,グレムリン,僧侶,なし,,未実装疑い,0,味方が回復する度攻撃力+1
3,ケミカルゼリー,武闘家,なし,召喚時,未実装疑い,0,召喚時：敵ユニット1体に2ダメージ、そのユニットが前列にいる場合代わりに4ダメージ
3,ケムケムベス,戦士,なし,絶好調,未実装疑い,0,絶好調、このユニットは絶好調状態ではない場合攻撃できない
3,コサックシープ,共通,なし,召喚時,未実装疑い,0,召喚時：味方ユニット1体を手札に戻す
3,コンジャラー,占い師,なし,,未実装疑い,0,味方リーダーは超必中モードになる
3,サブナック,共通,なし,召喚時,未実装疑い,0,召喚時：指定の敵マスに2/1のスライムベスを出す
3,ザバン,商人,なし,召喚時,未実装疑い,0,召喚時：道具カードを手札に1枚加える
3,ジャガーメイジ,共通,なし,召喚時,未実装疑い,0,召喚時：敵ユニットが3体以上いる場合全ての敵ユニットに1ダメージ
3,ストロングアニマル,武闘家,なし,召喚時,未実装疑い,0,召喚時：味方ユニット1体を手札に戻す。それが冒険者ならさらにコストを-2する。
3,スモールグール,共通,なし,ターン終了/絶好調,未実装疑い,0,絶好調、自分のターン終了時このユニットが絶好調状態なら前後にスモールグールを出す。 その後絶好調状態ではなくなる。
3,スライムタール,魔法使い,スライム,れんけい/テンション,未実装疑い,0,れんけい：次の1回のみ味方リーダーのテンションスキルはリーダーを対象にできずダメージ+2
3,スライムツリー,魔法使い,スライム,召喚時,未実装疑い,0,召喚時：敵ユニット1体に「受けるダメージ2倍」を付与する
3,スライムナイト,共通,スライム,死亡時,未実装疑い,0,死亡時：1/1のスライムをこのマスに出す
3,スーパーテンツク,僧侶,なし,召喚時,未実装疑い,0,召喚時:味方ヒーローがいる場合自分のデッキから武器カードまたは必殺技を持つカードを手札に加える。
3,セージももんじゃ,占い師,なし,召喚時,未実装疑い,0,召喚時:自分のデッキの一番上のカードのコストが偶数なら合計3ダメージをランダムな敵ユニットに割り振る
3,ダックスビル,僧侶,なし,パワフルバッジ,未実装疑い,0,パワフルバッジ：ドラゴン系の味方ユニットのHP+1
3,ツボック,商人,なし,死亡時/テンション,未実装疑い,0,死亡時：自分のデッキに特技カードが無いなら味方リーダーのテンション+2
3,テールイーター,共通,なし,召喚時,未実装疑い,0,召喚時:このユニットにさくせんを出す
3,デザートデーモン,占い師,なし,召喚時,未実装疑い,0,召喚時:合計3ダメージをこのユニット以外のランダムなユニットに割り振る
3,デスパロット,商人,なし,,未実装疑い,0,味方ヒーローのヒーロースキルが発動した後道具カード2枚を手札に加える
3,デビルウィザード,魔剣士,なし,パワフルバッジ,未実装疑い,0,パワフルバッジ：ゾンビ系の味方ユニットの攻撃力+1
3,トドマン,共通,なし,,未実装疑い,0,このユニットに自分が特技を使う度攻撃力+1
3,トマトマーレ,盗賊,スライム,れんけい,未実装疑い,0,れんけい：攻撃力+1、このユニットはダメージを受けているユニットから戦闘ダメージを受けない
3,ドラキーマ,共通,なし,召喚時,未実装疑い,0,召喚時：ユニット1体を次のターン攻撃不能にする
3,ドラムゴート,共通,なし,テンション,未実装疑い,0,テンションカードを1ターンに2回まで使える
3,ドロザラー,共通,なし,召喚時,未実装疑い,0,召喚時:指定のマスの地形を破壊する
3,ナイトリッチ,戦士,ゾンビ,召喚時,未実装疑い,0,召喚時：自分の手札に魔王系カードがあるなら他の全てのユニットに2ダメージ
3,ネネ,商人,冒険者,召喚時,未実装疑い,0,召喚時：この対戦中「お宝発見」で手に入る道具カードの数+2枚
3,ネーレウス,占い師,なし,,未実装疑い,0,味方ユニットが場に出た後そのユニットの攻撃力+1、それが冒険者なら代わりに+1/+1
3,パペットマン,共通,なし,召喚時,未実装疑い,0,召喚時：最大MPが1減る
3,ビッグボック,占い師,なし,占い/テンション,未実装疑い,0,占い:(1)味方リーダーのテンション+1、このユニットのHP+1、(2)味方リーダーのテンション+2
3,フウラ,占い師,冒険者,召喚時,未実装疑い,0,召喚時：自分の手札を全てデッキのランダムな位置に戻す。戻した枚数に+1した数分カードを引く
3,フォズ大神官,僧侶,冒険者,ターン終了/テンション,未実装疑い,0,自分のターン終了時味方リーダーのテンションスキルを別の職業のものに変更しテンション+2
3,フロストギズモ,魔法使い,なし,召喚時,未実装疑い,0,召喚時：指定の敵マスに氷塊を1つ出す
3,ブラウニー,戦士,なし,,未実装疑い,0,味方リーダーの攻撃で敵ユニットを倒す度攻撃力+2
3,ブルホーク,占い師,なし,占い/テンション,未実装疑い,0,占い:①自分のデッキから占いカードを1枚手札に加える ② 味方リーダーのテンション+2
3,ヘルコンダクター,共通,なし,召喚時,未実装疑い,0,召喚時：全ての敵ユニットの位置を前後入れ替える。スキルブースト:攻撃力+1
3,ベビーマジシャン,魔法使い,なし,死亡時,未実装疑い,0,死亡時:魔法陣にいる場合カードを2枚引く
3,ベンガルクーン,商人,なし,召喚時,未実装疑い,0,召喚時:宝箱に召喚された場合、宝箱から4/4のミミックがあらわれる。
3,ボル&ブル,共通,なし,,未実装疑い,0,2回攻撃
3,マジカルハット,商人,なし,,未実装疑い,0,他の味方ユニットに自分が特技を使う度その特技と同じ効果がこのユニットに対しても発動する。
3,マッドオックス,僧侶,なし,召喚時,未実装疑い,0,召喚時：正面にいるランダムな敵ユニット1体に１ダメージを与える。スキルブースト:+1ダメージ
3,マドハンド,共通,ゾンビ,召喚時,未実装疑い,0,召喚時：このユニットの上下にマドハンドを出す
3,マペットマン,商人,なし,召喚時,未実装疑い,0,召喚時：味方ユニット1体にさくせんを出す
3,マージスター,共通,なし,召喚時,未実装疑い,0,召喚時：全ての味方のHPを2回復
3,ミケまどう,共通,なし,召喚時,未実装疑い,0,召喚時：後列にいるユニット1体に1ダメージ
3,ミニデーモン,魔法使い,なし,召喚時,未実装疑い,0,召喚時：味方ヒーローがいる場合自分のデッキからコスト2の特技カードをランダムに1枚引く
3,ミミック,共通,なし,死亡時,未実装疑い,0,死亡時：相手はカードを引く
3,メイデンドール,魔剣士,なし,召喚時,未実装疑い,0,召喚時：味方ヒーローがいる場合敵ユニット1体を-2/-2
3,メガザルロック,共通,なし,死亡時,未実装疑い,0,死亡時：コスト2以下のランダムな味方ユニット1体を復活させる
3,メーダクイン,共通,なし,,未実装疑い,0,お互いの手札にある本来のコストが0の特技カードのコスト+1
3,ヤンガス,僧侶,冒険者,ターン終了,未実装疑い,2,自分のターン終了時残りMPを全て消費する。消費したMPが1以上の場合その数と同じコストのランダムユニットを1体出す。
3,ライノソルジャー,共通,なし,,未実装疑い,0,スキルブースト：HP+1
3,リッカ,商人,冒険者,,未実装疑い,0,味方ユニットが場に出る度カードを1枚引く
3,ロウ,占い師,冒険者,テンション,未実装疑い,10,テンションリンク:味方リーダーのテンションの数と同じ効果が発動する。①カードを1枚引く②ランダムな敵1体に2ダメージ、3コストのユニット1体を出す
3,旅立ちの王女,共通,なし,選択,未実装疑い,1,選択：・全てのユニットに1ダメージ・特技カードをランダムに1枚手札に加える。このターン中使った特技カードのコストの合計分コストが減る
3,神官クリフト,武闘家,冒険者,召喚時/ターン終了,未実装疑い,0,召喚時：味方1体のHPを3回復した後「次の相手のターン終了時まで受けるダメージ-2」を付与する
3,群れなすよるのていおう,魔剣士,なし,召喚時,未実装疑い,0,召喚時:群れなるよるのていおうを1体出す
3,あやしいかげ,共通,なし,ステルス,汎用処理で一部対応の可能性,0,ステルス
3,いどまじん,僧侶,なし,召喚時/ターン終了/におうだち/ステルス,汎用処理で一部対応の可能性,0,におうだち、相手のターン中このユニットがダメージを受ける度、ターン終了時までステルスを得る。召喚時：対戦中に味方建物が3つ以上出ていたら+2/+2
3,いなずまビリー,戦士,なし,召喚時/におうだち,汎用処理で一部対応の可能性,0,召喚時：このユニットの攻撃力とにおうだちを持つ敵ユニット1体を死亡させる。スキルブースト:攻撃力+1
3,うずしおキング,占い師,なし,れんけい/におうだち,専用実装あり,6,におうだち。れんけい：自分の山札の上から4枚を見て、れんけいを持つカードを1枚選び引く。
3,かいぞくウーパー,盗賊,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時&手札から捨てた時：カードを1枚引く
3,かっちゅうアリ,共通,なし,ターン終了/BET/GET,専用実装あり,4,BET：1ターンに1回のみ、攻撃力+1/HP+1。自分のターン終了時にGET(1)。このGETは1度だけ発動する。
3,からくりエッグ,商人,なし,パワフルバッジ/メタルボディ,汎用処理で一部対応の可能性,0,パワフルバッジ：メタルボディもしくはハードメタルボディを持つ味方ユニットと武器の攻撃力+1
3,さそりばち,武闘家,なし,速攻,汎用処理で一部対応の可能性,0,速攻、自分がコスト1以下の手札を使う度このターン中攻撃力+1
3,さまようたましい,共通,なし,攻撃時,専用実装あり,1,攻撃時：このターン中攻撃力+3
3,なげきムーン,共通,なし,召喚時/貫通,汎用処理で一部対応の可能性,0,召喚時：味方リーダーのHPが15以下の場合+2/+2と貫通を得る。
3,のろいのランプ,占い師,なし,占い/絶好調,専用実装あり,2,絶好調、占いを持つ特技カードを使った後このユニットが絶好調状態なら同じカードを手札に加える。その後絶好調状態ではなくなる。
3,はぐれメタル,共通,スライム,速攻/メタルボディ,汎用処理で一部対応の可能性,0,速攻、メタルボディ
3,びっくりサタン,占い師,なし,占い,専用実装あり,1,自分の占いで(1)の効果が発動する度カードを1枚引く
3,ふくまねき,共通,なし,死亡時,汎用処理で一部対応の可能性,0,死亡時：カードを1枚引く
3,ぶちスライム,魔法使い,スライム,召喚時/死亡時/BET/GET,専用実装あり,4,召喚時：GET(1)。BET：攻撃力+1。死亡時：このユニットの攻撃力分、1/1のスライムを出す
3,アイスゴーレム,魔法使い,なし,召喚時,専用実装あり,1,召喚時：自分のデッキにメラ系の特技カードが無いならランダムな敵の空きマスに0/3の氷塊を2つ出す
3,アルケミストン,魔剣士,なし,攻撃時,専用実装あり,1,攻撃時：このターン中MPが1増える
3,アルゴングレート,共通,ドラゴン,,専用実装あり,4,正面に敵ユニットがいる場合攻撃できない
3,インキュバス,占い師,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1、偶数なら-1/-1
3,ウパソルジャー,戦士,なし,絶好調,専用実装あり,1,絶好調、絶好調状態の味方ユニットが攻撃する度このターン中味方リーダーは攻撃力+1を得る
3,オオカミ,共通,なし,速攻,汎用処理で一部対応の可能性,0,速攻
3,ガチャコッコ,共通,なし,召喚時/におうだち,汎用処理で一部対応の可能性,0,におうだち、召喚時：敵ユニット1体につき攻撃力＋1
3,キッシム,魔剣士,なし,死亡時/おうえん,汎用処理で一部対応の可能性,0,おうえん、死亡時：自分のデッキからコスト5以上の建物カードを1枚引く。そのカードのコスト-1
3,クイーンスライム,共通,スライム,,専用実装あり,5,このユニットを除くスライム系の味方ユニット全てを+1/+1
3,クラウンヘッド,僧侶,なし,召喚時/ターン終了/BET/GET/におうだち,専用実装あり,4,におうだち。召喚時：GET(1)。BET：HP+1、次の相手のターン終了時まで受けるダメージ-1。このユニットへのBETは1ターン1回
3,グレンデル,僧侶,なし,召喚時/テンション/におうだち,汎用処理で一部対応の可能性,0,におうだち　召喚時:味方リーダーのテンションを1消費する。消費した後+1/+1を得る。
3,ケセランパセラン,占い師,なし,占い,専用実装あり,1,自分の占いで(1)の効果が発動する度味方リーダーのHPを2回復
3,ゲルダ,武闘家,冒険者,攻撃時/ステルス,汎用処理で一部対応の可能性,0,ステルス、正面にいる敵ユニットからダメージを受けない。攻撃時:攻撃対象が敵ユニットの場合その正面に移動する。
3,ゴルゴンゾーラ,武闘家,なし,召喚時/BET/GET,専用実装あり,3,召喚時：GET(1)。BET：このユニット自身のHPを3回復する。
3,ゴーレム,共通,なし,におうだち,汎用処理で一部対応の可能性,4,におうだち
3,サウルスロード,共通,ドラゴン,選択,専用実装あり,5,選択：・特技ダメージ+1を得る ・武器ダメージ+1を得る
3,サンチョ,共通,冒険者,におうだち,汎用処理で一部対応の可能性,0,におうだち
3,シャイニング,占い師,なし,召喚時/占い,専用実装あり,2,召喚時：自分が次に使用する占いカードは発動する効果を選べるようになる。
3,シャドウベビー,共通,なし,貫通/ステルス,汎用処理で一部対応の可能性,0,ステルス、貫通
3,シルバーベア,武闘家,なし,れんけい/速攻,専用実装あり,1,れんけい：このターン中速攻と「敵リーダーを攻撃できない」を得る。スキルブースト:攻撃力+1
3,シーゴーレム,共通,なし,召喚時/におうだち,専用実装あり,3,召喚時：味方ヒーローがいる場合HP+2とにおうだちを得る
3,シーメーダ,商人,なし,おうえん,汎用処理で一部対応の可能性,0,おうえん、このユニットに自分が特技を使う度味方リーダーのHPを1回復
3,シーライオン,商人,なし,ターン終了/におうだち,汎用処理で一部対応の可能性,0,におうだち、自分のターン終了時このユニットのHPを2回復
3,ジゴック,共通,なし,召喚時/におうだち,専用実装あり,2,におうだち、召喚時：味方建物１つの耐久値+1、そうした場合攻撃力+1を得る
3,ジャミ&ゴンズ,魔法使い,なし,テンション/選択/におうだち,汎用処理で一部対応の可能性,0,選択：・HP-2 カードを1枚引く、敵リーダーに2ダメージ・攻撃力-2 におうだちを得る、味方リーダーのテンション+1
3,スウィートバッグ,共通,なし,テンション/貫通/ねらい撃ち,専用実装あり,2,テンションリンク：前にいる味方ユニットに貫通、ねらい撃ち、2回攻撃のいずれか1つを付与する。
3,スケアフレイル,共通,ゾンビ,におうだち,汎用処理で一部対応の可能性,0,におうだち
3,ストーンビースト,魔剣士,なし,におうだち/絶好調,汎用処理で一部対応の可能性,0,絶好調、このユニットが絶好調状態なら攻撃力+2とにおうだちを得る
3,スピニー,占い師,なし,召喚時/におうだち/貫通,専用実装あり,3,召喚時：貫通、1/2のメラリザードを1体出す。自分のデッキの一番上のカードのコストが3以上ならそのメラリザードに攻撃力+1とにおうだちを付与する
3,スライムタワー,共通,スライム,召喚時,汎用処理で一部対応の可能性,0,召喚時：カードを1枚捨てた後カードを1枚引く
3,タップデビル,魔剣士,なし,死亡時/絶好調,汎用処理で一部対応の可能性,0,絶好調、死亡時：自分のデッキからコスト4の特技カードを1枚引く。このユニットが絶好調状態ならそのカードのコスト-1
3,ダッシュラン,共通,ドラゴン,召喚時,専用実装あり,3,召喚時：前列にいるユニット1体を後列に移動させる
3,ダークペルシャ,共通,なし,召喚時/BET/GET,汎用処理で一部対応の可能性,0,召喚時:敵ユニットが3体以上いる場合GET(1)、BET:全てのユニットに1ダメージ
3,ツンドラキー,共通,なし,ねらい撃ち,専用実装あり,1,味方リーダーのHPが20以上の間攻撃力+2とねらい撃ちを得る
3,テラノザース,戦士,ドラゴン,召喚時,専用実装あり,3,召喚時:自分のデッキに特技カードがないならカードを1枚引く
3,デザートランナー,共通,なし,召喚時/速攻,汎用処理で一部対応の可能性,0,召喚時:地形マスに召喚された場合速攻を得る。
3,デンタザウルス,魔法使い,ドラゴン,召喚時/におうだち,専用実装あり,5,におうだち、召喚時：手札にコスト3以上の特技カードがあるならHP+2
3,ドッグスナイパー,共通,なし,ねらい撃ち,汎用処理で一部対応の可能性,0,ねらい撃ち、戦闘以外のダメージで敵ユニットが死亡する度攻撃力+1
3,ドラゴメタル,商人,スライム,メタルボディ,汎用処理で一部対応の可能性,0,メタルボディ
3,ドラゴン,共通,ドラゴン,死亡時,専用実装あり,111,死亡時：相手の手札に王女の愛を加える
3,ドラゴンキッズ,共通,ドラゴン,召喚時,専用実装あり,3,召喚時：正面にいる全ての敵ユニットに1ダメージ
3,ナイトウォーカー,共通,なし,ターン終了/ステルス,汎用処理で一部対応の可能性,0,自分のターン終了時相手の手札が3枚以下の場合攻撃力+1とステルスを得る
3,ナイトキング,戦士,ゾンビ,れんけい/におうだち,汎用処理で一部対応の可能性,1,におうだち、れんけい：味方リーダーのHPを4回復
3,バルンバ,占い師,ドラゴン,パワフルバッジ/におうだち,汎用処理で一部対応の可能性,2,パワフルバッジ：ドラゴン系の味方ユニットはにおうだちを得る
3,パプリカン,戦士,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時：味方ヒーローがいる場合装備中の武器を+1/+1
3,パールスライム,僧侶,スライム,召喚時,汎用処理で一部対応の可能性,0,召喚時：味方ユニット1体のHP+2、それが冒険者ならさらにカードを1枚引く
3,ヒッポキング,共通,なし,テンション/貫通,汎用処理で一部対応の可能性,0,貫通、敵リーダーのテンションが上がる度攻撃力+2
3,ビッグフェイス,占い師,なし,におうだち,汎用処理で一部対応の可能性,0,におうだち
3,ビッグモアイ,魔法使い,なし,召喚時/におうだち,汎用処理で一部対応の可能性,0,召喚時：自分の手札に魔王系カードがあるならHP+3とにおうだちを得る
3,ファイアボール,戦士,なし,召喚時/BET/GET,専用実装あり,2,召喚時：GET(1)。BET：このターン中、味方リーダーが受けるダメージ-5。
3,フェアリードラゴン,共通,ドラゴン,死亡時/テンション,専用実装あり,2,死亡時：味方リーダーのテンション+1
3,フォステイル,占い師,冒険者,ターン開始/占い/スキルリンク/おうえん,専用実装あり,7,おうえん、自分のターン開始時ランダムな占いを持つカード1枚を手札に加える。そのカードのコスト-1。スキルリンク：1ターン先の未来へ旅立つ
3,フォレストマスター,共通,なし,召喚時,専用実装あり,1,召喚時：味方ヒーローがいない場合このターン中、次に使用する英雄カードのコスト-3。味方ヒーローがいる場合+1/+1
3,ブラッドレディ,共通,なし,召喚時,専用実装あり,3,召喚時：ユニット1体に2ダメージ
3,ホークマン,共通,なし,ねらい撃ち,汎用処理で一部対応の可能性,0,ねらい撃ち
3,ボーンナイト,共通,ゾンビ,貫通,汎用処理で一部対応の可能性,0,貫通
3,ポムポムボム,占い師,なし,占い/速攻,専用実装あり,2,占いカードを使う度速攻1/1のバブリンを出す
3,マポレーナ,共通,なし,召喚時,汎用処理で一部対応の可能性,1,召喚時： 味方ユニット1体を+1/+1
3,マージリンリン,僧侶,なし,れんけい/におうだち,汎用処理で一部対応の可能性,0,れんけい：におうだち1/3のフーセンドラゴンを1体出す
3,ミステリピラー,武闘家,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時：自分のデッキからコスト1以下のカードを1枚引く
3,メタッツ,武闘家,スライム,召喚時/速攻/メタルボディ,汎用処理で一部対応の可能性,0,メタルボディ、速攻、召喚時：味方建物があるならこのユニットにさくせんを出す
3,メタルハンター,共通,なし,召喚時/メタルボディ,汎用処理で一部対応の可能性,0,召喚時：メタルボディを持つユニット1体を死亡させる
3,メルビン,戦士,冒険者,死亡時/貫通,専用実装あり,11,貫通、死亡時：ホットストーンに封じられ召喚者の山札の上から3番目にホットストーンが配置される
3,ラプソーン,共通,魔王,死亡時,専用実装あり,14,死亡時：ランダムな敵ユニット1体に「死亡時：相手の場にラプソーン1体を出す」を付与する
3,ルドマン,商人,冒険者,召喚時/BET/GET,専用実装あり,10,召喚時：GET(1)。BET：道具カードを1枚手札に加える。味方のBETが4回発動する度に、手札/山札からコスト3以下のユニット1体を場に出す。
3,ロミア,占い師,冒険者,召喚時,専用実装あり,4,召喚時:自分のデッキの上から2枚を表、もう2枚を裏にしてどちらか一方を選ぶ。選んだカードを全て引き、残りを捨てる
3,亡国の先王ロウ,商人,冒険者,れんけい,専用実装あり,2,れんけい：使用コスト1以上の特技カード2枚を手札に加える。自分がコスト1以上の特技を使用した後、同じコストのランダムなユニットを1体場に出す。
3,女盗賊ゲルダ,盗賊,冒険者,ステルス,汎用処理で一部対応の可能性,0,ステルス、このユニットが攻撃した後カードを1枚引き手札を1枚選んで捨てる。レジェンドレアカードを捨てた場合 次の相手のターン中戦闘ダメージを受けない
3,妖魔軍王ブギー,共通,なし,召喚時,専用実装あり,2,召喚時：敵の冒険者1体をこのユニットが場にいる間+2/+2して味方にする
3,強欲なミミック,盗賊,なし,召喚時/死亡時/BET/GET,汎用処理で一部対応の可能性,0,召喚時：GET(1)、BET:攻撃力+1、死亡時:このユニットの攻撃力が4以上ならレジェンドレアカードを手札に1枚加える
3,忠義の騎士アドン,魔剣士,なし,召喚時,汎用処理で一部対応の可能性,0,このカードはピサロナイトとしても扱う。召喚時:他の味方のピサロナイトの数分+1/+1を得る。
3,怪獣プスゴン,商人,ドラゴン,召喚時/死亡時,専用実装あり,11,召喚時：指定の敵の空きマスにイチゴ爆弾を1つ出す。死亡時：正面のランダムな敵の空きマスにイチゴ爆弾を1つ出す
3,支援のかれくさネズミ,商人,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時:味方リーダーが武器を装備していない場合+1/+1 味方リーダーにおどる宝石のそろばんを装備する 武器を装備している場合はぐれメタルを1体出す
3,残響のようじゅつし,魔法使い,なし,召喚時,専用実装あり,9,召喚時：耐戦中に自分が使った特技カード1枚を手札に加える。自分の手札にある対戦中に自分が使用した特技カードと同じカードのコスト-1
3,畏怖すべき王,魔剣士,なし,おうえん,汎用処理で一部対応の可能性,0,おうえん、味方リーダーのHPを5回復、全ての敵ユニットを封印する
3,豊作のじんめんじゅ,僧侶,なし,ターン終了/ステルス,汎用処理で一部対応の可能性,0,ステルス、自分のターン終了時1/1のガップリンを1体出す。このユニットは1ダメージを受ける
3,踊り子マーニャ,魔法使い,冒険者,テンション,専用実装あり,2,テンションリンク：自分のデッキの一番上のカードがユニットカード以外ならそのカードを引きコスト-1、ユニットカードならデッキの下に戻す
3,運命の天使ラヴィエル,僧侶,冒険者,召喚時,専用実装あり,1,前列召喚時：自分のデッキからコスト1以下のユニットを1体出す。後列召喚時：+2/+2相手の手札から相手の場にランダムなユニットを1体出す
