name,currentTribe,cardType,cost,attack,hp,text,officialDbPage,officialDbSearchQuery,manualAnswer
メソコボルト,なし,ユニット,2,2,3,召喚時：ユニット1体ににおうだちを付与する,,メソコボルト ドラゴンクエストライバルズ 攻略データベース,
メタッピー,なし,ユニット,2,2,3,テンションリンク：このターン中味方リーダーが受けるダメージ-3,,メタッピー ドラゴンクエストライバルズ 攻略データベース,
メドーサボール,なし,ユニット,2,2,2,味方ヒーローのヒーロースキルが発動した後自分のデッキからシンクロを持つカードを1枚引く,,メドーサボール ドラゴンクエストライバルズ 攻略データベース,
メーダ,なし,ユニット,2,3,2,前列にいる場合両プレイヤーの特技カードのコスト+1,,メーダ ドラゴンクエストライバルズ 攻略データベース,
モコフル,なし,ユニット,2,2,3,召喚時:味方ユニット1体を封印する,,モコフル ドラゴンクエストライバルズ 攻略データベース,
モコモコじゅう,なし,ユニット,2,1,3,速攻,,モコモコじゅう ドラゴンクエストライバルズ 攻略データベース,
ラーミア,なし,ユニット,2,0,1,召喚時:6つのオーブをデッキに混ぜ復活の準備に入る。 自分の場にオーブが全て揃った時ラーミアは復活しこの対戦に勝利する。,,ラーミア ドラゴンクエストライバルズ 攻略データベース,
リカントマムル,なし,ユニット,2,2,1,召喚時&死亡時：武術カード1枚を手札に加える,,リカントマムル ドラゴンクエストライバルズ 攻略データベース,
リップス,なし,ユニット,2,2,2,敵リーダーにダメージを与えると敵リーダーのテンション-1,,リップス ドラゴンクエストライバルズ 攻略データベース,
卑劣などくやずきん,なし,ユニット,2,3,2,召喚時：敵1体に1ダメージ。対象が毒なら3ダメージ,,卑劣などくやずきん ドラゴンクエストライバルズ 攻略データベース,
変貌のくものきょじん,なし,ユニット,2,3,2,召喚時：味方ユニット1体をランダムなコストが1高いランダムなユニットに変身させる,,変貌のくものきょじん ドラゴンクエストライバルズ 攻略データベース,
天啓のエビルドライブ,なし,ユニット,2,1,3,召喚時:自分のデッキの一番上のカードのコストが偶数ならそのカードを引き、その後自分の手札から1枚選び自分のデッキに混ぜこのユニットの攻撃力+3,,天啓のエビルドライブ ドラゴンクエストライバルズ 攻略データベース,
救援のドラキー,なし,ユニット,2,3,2,選択：・2/1のこんぼう1枚を手札に加える。・このターン中味方リーダーが受けるダメージ-3,,救援のドラキー ドラゴンクエストライバルズ 攻略データベース,
歌姫のマポレーナ,なし,ユニット,2,2,3,れんけい:次に場に出る味方ユニット1体を+1/+1,,歌姫のマポレーナ ドラゴンクエストライバルズ 攻略データベース,
潮風のディーバ,なし,ユニット,2,2,2,他の全ての味方ユニットの攻撃力+1,,潮風のディーバ ドラゴンクエストライバルズ 攻略データベース,
あやしいかげ,なし,ユニット,3,4,2,ステルス,,あやしいかげ ドラゴンクエストライバルズ 攻略データベース,
あらくれ,なし,ユニット,3,3,1,速攻,,あらくれ ドラゴンクエストライバルズ 攻略データベース,
いしにんぎょう,なし,ユニット,3,3,3,前列召喚時：ユニット1体のHP+2、後列召喚時:ユニット1体の攻撃力をHPと同じ値にする,,いしにんぎょう ドラゴンクエストライバルズ 攻略データベース,
いどまじん,なし,ユニット,3,1,5,におうだち、相手のターン中このユニットがダメージを受ける度、ターン終了時までステルスを得る。召喚時：対戦中に味方建物が3つ以上出ていたら+2/+2,,いどまじん ドラゴンクエストライバルズ 攻略データベース,
いなずまビリー,なし,ユニット,3,1,3,召喚時：このユニットの攻撃力とにおうだちを持つ敵ユニット1体を死亡させる。スキルブースト:攻撃力+1,,いなずまビリー ドラゴンクエストライバルズ 攻略データベース,
うずしおキング,なし,ユニット,3,2,5,におうだち。れんけい：自分の山札の上から4枚を見て、れんけいを持つカードを1枚選び引く。,,うずしおキング ドラゴンクエストライバルズ 攻略データベース,
おおねずみ,なし,ユニット,3,2,2,死亡時：1/1のやまねずみを2体出す。対戦中に味方建物が3つ以上出ていたら代わりに2/2のやまねずみを2体出す,,おおねずみ ドラゴンクエストライバルズ 攻略データベース,
おにこぞう,なし,ユニット,3,2,2,自分のターン開始時このユニットが前列にいる場合7/7おにこんぼうに変身する,,おにこぞう ドラゴンクエストライバルズ 攻略データベース,
おばけねずみ,なし,ユニット,3,1,3,自分のターン終了時1/1のやまねずみを1体出す,,おばけねずみ ドラゴンクエストライバルズ 攻略データベース,
かいぞくウーパー,なし,ユニット,3,2,3,召喚時&手札から捨てた時：カードを1枚引く,,かいぞくウーパー ドラゴンクエストライバルズ 攻略データベース,
かっちゅうアリ,なし,ユニット,3,1,4,BET：1ターンに1回のみ、攻撃力+1/HP+1。自分のターン終了時にGET(1)。このGETは1度だけ発動する。,,かっちゅうアリ ドラゴンクエストライバルズ 攻略データベース,
からくりだいみょう,なし,ユニット,3,4,2,召喚時：味方ユニット1体をこのユニットの前後に移動させる,,からくりだいみょう ドラゴンクエストライバルズ 攻略データベース,
からくりエッグ,なし,ユニット,3,3,3,パワフルバッジ：メタルボディもしくはハードメタルボディを持つ味方ユニットと武器の攻撃力+1,,からくりエッグ ドラゴンクエストライバルズ 攻略データベース,
きりかぶこぞう,なし,ユニット,3,1,1,,,きりかぶこぞう ドラゴンクエストライバルズ 攻略データベース,
げんじゅつし,なし,ユニット,3,3,3,特技ダメージ+1,,げんじゅつし ドラゴンクエストライバルズ 攻略データベース,
ごうけつぐま,なし,ユニット,3,2,4,絶好調、このユニットが絶好調状態なら攻撃力+2と「敵リーダーを攻撃できない」を得る,,ごうけつぐま ドラゴンクエストライバルズ 攻略データベース,
さそりばち,なし,ユニット,3,1,1,速攻、自分がコスト1以下の手札を使う度このターン中攻撃力+1,,さそりばち ドラゴンクエストライバルズ 攻略データベース,
さまようたましい,なし,ユニット,3,1,4,攻撃時：このターン中攻撃力+3,,さまようたましい ドラゴンクエストライバルズ 攻略データベース,
じんめんガエル,なし,ユニット,3,0,1,後列にいる場合攻撃力+5,,じんめんガエル ドラゴンクエストライバルズ 攻略データベース,
たまねぎマン,なし,ユニット,3,2,4,占い：①ユニット1体の攻撃力を2にする②：ユニット1体のHPを2にする,,たまねぎマン ドラゴンクエストライバルズ 攻略データベース,
だいおうイカ,なし,ユニット,3,3,2,死亡時:GET(2),,だいおうイカ ドラゴンクエストライバルズ 攻略データベース,
だいおうキッズ,なし,ユニット,3,4,3,召喚時：次のターン相手はユニットを後列に召喚できない。,,だいおうキッズ ドラゴンクエストライバルズ 攻略データベース,
ちんもくのひつじ,なし,ユニット,3,3,2,召喚時：正面にいるランダムな敵ユニット1体を封印する。,,ちんもくのひつじ ドラゴンクエストライバルズ 攻略データベース,
とうぞくこぞう,なし,ユニット,3,5,4,召喚時：自分の手札から1枚選んで捨てる,,とうぞくこぞう ドラゴンクエストライバルズ 攻略データベース,
とげこんぼう,なし,ユニット,3,2,3,召喚時：味方ヒーローがいる場合味方リーダーのテンション+2,,とげこんぼう ドラゴンクエストライバルズ 攻略データベース,
どろにんぎょう,なし,ユニット,3,3,1,召喚時：次の相手のターン相手のMPが1減る,,どろにんぎょう ドラゴンクエストライバルズ 攻略データベース,
なぞの神官,なし,ユニット,3,2,4,味方ヒーローがいる場合占いカードのコスト-1,,なぞの神官 ドラゴンクエストライバルズ 攻略データベース,
ぬすっとウサギ,なし,ユニット,3,3,3,攻撃対象が敵リーダーの場合カードを1枚引く,,ぬすっとウサギ ドラゴンクエストライバルズ 攻略データベース,
のろいのランプ,なし,ユニット,3,2,3,絶好調、占いを持つ特技カードを使った後このユニットが絶好調状態なら同じカードを手札に加える。その後絶好調状態ではなくなる。,,のろいのランプ ドラゴンクエストライバルズ 攻略データベース,
ばくだん岩,なし,ユニット,3,3,3,死亡時：前列にいる全てのユニットに2ダメージ,,ばくだん岩 ドラゴンクエストライバルズ 攻略データベース,
ひぐらしそう,なし,ユニット,3,2,4,選択：・コスト1のランダムなユニットカードを手札に1枚加える・コスト3のランダムな特技カードを手札に1枚加える,,ひぐらしそう ドラゴンクエストライバルズ 攻略データベース,
びっくりサタン,なし,ユニット,3,2,3,自分の占いで(1)の効果が発動する度カードを1枚引く,,びっくりサタン ドラゴンクエストライバルズ 攻略データベース,
ふくぶくろ,なし,ユニット,3,3,1,召喚時：両プレイヤーはカードを２枚引く,,ふくぶくろ ドラゴンクエストライバルズ 攻略データベース,
ふくまねき,なし,ユニット,3,3,1,死亡時：カードを1枚引く,,ふくまねき ドラゴンクエストライバルズ 攻略データベース,
ふくめんバニー,なし,ユニット,3,4,3,攻撃対象が敵リーダーの場合武術カード1枚を手札に加える,,ふくめんバニー ドラゴンクエストライバルズ 攻略データベース,
ましょうぐも,なし,ユニット,3,3,2,すべての敵は回復の効果で代わりにダメージを受ける,,ましょうぐも ドラゴンクエストライバルズ 攻略データベース,
アイアンクック,なし,ユニット,3,2,4,召喚時：次の自分のターン開始時まで味方リーダーが受けるダメージ-1 スキルブースト:受けるダメージ-1,,アイアンクック ドラゴンクエストライバルズ 攻略データベース,
アイスゴーレム,なし,ユニット,3,2,4,召喚時：自分のデッキにメラ系の特技カードが無いならランダムな敵の空きマスに0/3の氷塊を2つ出す,,アイスゴーレム ドラゴンクエストライバルズ 攻略データベース,
アカイライ,なし,ユニット,3,4,2,自分のターン終了時このユニットがダメージを受けているならカードを1枚引く。,,アカイライ ドラゴンクエストライバルズ 攻略データベース,
アビスソルジャー,なし,ユニット,3,3,3,,,アビスソルジャー ドラゴンクエストライバルズ 攻略データベース,
アルケミストン,なし,ユニット,3,3,3,攻撃時：このターン中MPが1増える,,アルケミストン ドラゴンクエストライバルズ 攻略データベース,
アローインプ,なし,ユニット,3,2,3,後列から攻撃する場合敵ユニットから反撃を受けない,,アローインプ ドラゴンクエストライバルズ 攻略データベース,
イエティ,なし,ユニット,3,1,5,自分がコスト1以下の手札を使う度攻撃力+1,,イエティ ドラゴンクエストライバルズ 攻略データベース,
インキュバス,なし,ユニット,3,3,3,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1、偶数なら-1/-1,,インキュバス ドラゴンクエストライバルズ 攻略データベース,
ウィッチレディ,なし,ユニット,3,3,3,自分が特技を使って敵ユニットを倒す度味方リーダーのテンション+1,,ウィッチレディ ドラゴンクエストライバルズ 攻略データベース,
ウパソルジャー,なし,ユニット,3,1,5,絶好調、絶好調状態の味方ユニットが攻撃する度このターン中味方リーダーは攻撃力+1を得る,,ウパソルジャー ドラゴンクエストライバルズ 攻略データベース,
オオカミ,なし,ユニット,3,3,1,速攻,,オオカミ ドラゴンクエストライバルズ 攻略データベース,
オーガソルジャー,なし,ユニット,3,3,3,召喚時：全てのピサロナイトにさくせんを出す,,オーガソルジャー ドラゴンクエストライバルズ 攻略データベース,
オーガー,なし,ユニット,3,4,3,天啓の神域の効果によってデッキから手札にこのカードが加わった場合、ランダムな敵ユニットに3ダメージ,,オーガー ドラゴンクエストライバルズ 攻略データベース,
ガチャコッコ,なし,ユニット,3,0,5,におうだち、召喚時：敵ユニット1体につき攻撃力＋1,,ガチャコッコ ドラゴンクエストライバルズ 攻略データベース,
キッシム,なし,ユニット,3,3,2,おうえん、死亡時：自分のデッキからコスト5以上の建物カードを1枚引く。そのカードのコスト-1,,キッシム ドラゴンクエストライバルズ 攻略データベース,
キャタピラー,なし,ユニット,3,1,5,召喚時：味方ユニット1体のHP+2,,キャタピラー ドラゴンクエストライバルズ 攻略データベース,
キャットバット,なし,ユニット,3,2,1,召喚時：このユニットの前後にキャットバットを出す,,キャットバット ドラゴンクエストライバルズ 攻略データベース,
クラウンヘッド,なし,ユニット,3,1,4,におうだち。召喚時：GET(1)。BET：HP+1、次の相手のターン終了時まで受けるダメージ-1。このユニットへのBETは1ターン1回,,クラウンヘッド ドラゴンクエストライバルズ 攻略データベース,
グリゴンダンス,なし,ユニット,3,3,2,テンションリンク：全てのユニットに1ダメージ,,グリゴンダンス ドラゴンクエストライバルズ 攻略データベース,
グリムン,なし,ユニット,3,3,3,召喚時：このターン中次に使う建物カードのコスト-2,,グリムン ドラゴンクエストライバルズ 攻略データベース,
グレムリン,なし,ユニット,3,2,4,味方が回復する度攻撃力+1,,グレムリン ドラゴンクエストライバルズ 攻略データベース,
グレンデル,なし,ユニット,3,2,4,におうだち　召喚時:味方リーダーのテンションを1消費する。消費した後+1/+1を得る。,,グレンデル ドラゴンクエストライバルズ 攻略データベース,
ケセランパセラン,なし,ユニット,3,4,3,自分の占いで(1)の効果が発動する度味方リーダーのHPを2回復,,ケセランパセラン ドラゴンクエストライバルズ 攻略データベース,
ケミカルゼリー,なし,ユニット,3,3,2,召喚時：敵ユニット1体に2ダメージ、そのユニットが前列にいる場合代わりに4ダメージ,,ケミカルゼリー ドラゴンクエストライバルズ 攻略データベース,
ケムケムベス,なし,ユニット,3,3,6,絶好調、このユニットは絶好調状態ではない場合攻撃できない,,ケムケムベス ドラゴンクエストライバルズ 攻略データベース,
ゲントの杖,なし,ユニット,3,1,2,テンションリンク：ダメージを受けているランダムな味方1体のHPを4回復する。カードを1枚引く。武器の耐久力を-1する。,,ゲントの杖 ドラゴンクエストライバルズ 攻略データベース,
コサックシープ,なし,ユニット,3,4,3,召喚時：味方ユニット1体を手札に戻す,,コサックシープ ドラゴンクエストライバルズ 攻略データベース,
コンジャラー,なし,ユニット,3,2,4,味方リーダーは超必中モードになる,,コンジャラー ドラゴンクエストライバルズ 攻略データベース,
ゴルゴンゾーラ,なし,ユニット,3,2,4,召喚時：GET(1)。BET：このユニット自身のHPを3回復する。,,ゴルゴンゾーラ ドラゴンクエストライバルズ 攻略データベース,
ゴーレム,なし,ユニット,3,3,3,におうだち,,ゴーレム ドラゴンクエストライバルズ 攻略データベース,
サブナック,なし,ユニット,3,4,4,召喚時：指定の敵マスに2/1のスライムベスを出す,,サブナック ドラゴンクエストライバルズ 攻略データベース,
ザバン,なし,ユニット,3,3,3,召喚時：道具カードを手札に1枚加える,,ザバン ドラゴンクエストライバルズ 攻略データベース,
シャイニング,なし,ユニット,3,3,4,召喚時：自分が次に使用する占いカードは発動する効果を選べるようになる。,,シャイニング ドラゴンクエストライバルズ 攻略データベース,
シャドウベビー,なし,ユニット,3,3,2,ステルス、貫通,,シャドウベビー ドラゴンクエストライバルズ 攻略データベース,
シルバーベア,なし,ユニット,3,2,4,れんけい：このターン中速攻と「敵リーダーを攻撃できない」を得る。スキルブースト:攻撃力+1,,シルバーベア ドラゴンクエストライバルズ 攻略データベース,
シーゴーレム,なし,ユニット,3,2,4,召喚時：味方ヒーローがいる場合HP+2とにおうだちを得る,,シーゴーレム ドラゴンクエストライバルズ 攻略データベース,
シーメーダ,なし,ユニット,3,3,3,おうえん、このユニットに自分が特技を使う度味方リーダーのHPを1回復,,シーメーダ ドラゴンクエストライバルズ 攻略データベース,
シーライオン,なし,ユニット,3,1,5,におうだち、自分のターン終了時このユニットのHPを2回復,,シーライオン ドラゴンクエストライバルズ 攻略データベース,
ジゴック,なし,ユニット,3,2,4,におうだち、召喚時：味方建物１つの耐久値+1、そうした場合攻撃力+1を得る,,ジゴック ドラゴンクエストライバルズ 攻略データベース,
ジャガーメイジ,なし,ユニット,3,3,3,召喚時：敵ユニットが3体以上いる場合全ての敵ユニットに1ダメージ,,ジャガーメイジ ドラゴンクエストライバルズ 攻略データベース,
ジャミ&ゴンズ,なし,ユニット,3,4,4,選択：・HP-2 カードを1枚引く、敵リーダーに2ダメージ・攻撃力-2 におうだちを得る、味方リーダーのテンション+1,,ジャミ&ゴンズ ドラゴンクエストライバルズ 攻略データベース,
ストロングアニマル,なし,ユニット,3,3,4,召喚時：味方ユニット1体を手札に戻す。それが冒険者ならさらにコストを-2する。,,ストロングアニマル ドラゴンクエストライバルズ 攻略データベース,
ストーンビースト,なし,ユニット,3,1,5,絶好調、このユニットが絶好調状態なら攻撃力+2とにおうだちを得る,,ストーンビースト ドラゴンクエストライバルズ 攻略データベース,
スピニー,なし,ユニット,3,2,3,召喚時：貫通、1/2のメラリザードを1体出す。自分のデッキの一番上のカードのコストが3以上ならそのメラリザードに攻撃力+1とにおうだちを付与する,,スピニー ドラゴンクエストライバルズ 攻略データベース,
スーパーテンツク,なし,ユニット,3,2,4,召喚時:味方ヒーローがいる場合自分のデッキから武器カードまたは必殺技を持つカードを手札に加える。,,スーパーテンツク ドラゴンクエストライバルズ 攻略データベース,
セージももんじゃ,なし,ユニット,3,2,2,召喚時:自分のデッキの一番上のカードのコストが偶数なら合計3ダメージをランダムな敵ユニットに割り振る,,セージももんじゃ ドラゴンクエストライバルズ 攻略データベース,
タップデビル,なし,ユニット,3,2,2,絶好調、死亡時：自分のデッキからコスト4の特技カードを1枚引く。このユニットが絶好調状態ならそのカードのコスト-1,,タップデビル ドラゴンクエストライバルズ 攻略データベース,
タップペンギー,なし,ユニット,3,3,4,,,タップペンギー ドラゴンクエストライバルズ 攻略データベース,
ダークペルシャ,なし,ユニット,3,3,2,召喚時:敵ユニットが3体以上いる場合GET(1)、BET:全てのユニットに1ダメージ,,ダークペルシャ ドラゴンクエストライバルズ 攻略データベース,
ツボック,なし,ユニット,3,3,4,死亡時：自分のデッキに特技カードが無いなら味方リーダーのテンション+2,,ツボック ドラゴンクエストライバルズ 攻略データベース,
テールイーター,なし,ユニット,3,3,3,召喚時:このユニットにさくせんを出す,,テールイーター ドラゴンクエストライバルズ 攻略データベース,
デザートデーモン,なし,ユニット,3,3,1,召喚時:合計3ダメージをこのユニット以外のランダムなユニットに割り振る,,デザートデーモン ドラゴンクエストライバルズ 攻略データベース,
デザートランナー,なし,ユニット,3,3,3,召喚時:地形マスに召喚された場合速攻を得る。,,デザートランナー ドラゴンクエストライバルズ 攻略データベース,
デスパロット,なし,ユニット,3,2,3,味方ヒーローのヒーロースキルが発動した後道具カード2枚を手札に加える,,デスパロット ドラゴンクエストライバルズ 攻略データベース,
トドマン,なし,ユニット,3,2,2,このユニットに自分が特技を使う度攻撃力+1,,トドマン ドラゴンクエストライバルズ 攻略データベース,
ドッグスナイパー,なし,ユニット,3,2,4,ねらい撃ち、戦闘以外のダメージで敵ユニットが死亡する度攻撃力+1,,ドッグスナイパー ドラゴンクエストライバルズ 攻略データベース,
ドラキーマ,なし,ユニット,3,2,1,召喚時：ユニット1体を次のターン攻撃不能にする,,ドラキーマ ドラゴンクエストライバルズ 攻略データベース,
ドラムゴート,なし,ユニット,3,3,3,テンションカードを1ターンに2回まで使える,,ドラムゴート ドラゴンクエストライバルズ 攻略データベース,
ドロザラー,なし,ユニット,3,3,3,召喚時:指定のマスの地形を破壊する,,ドロザラー ドラゴンクエストライバルズ 攻略データベース,
ネーレウス,なし,ユニット,3,2,3,味方ユニットが場に出た後そのユニットの攻撃力+1、それが冒険者なら代わりに+1/+1,,ネーレウス ドラゴンクエストライバルズ 攻略データベース,
パプリカン,なし,ユニット,3,3,2,召喚時：味方ヒーローがいる場合装備中の武器を+1/+1,,パプリカン ドラゴンクエストライバルズ 攻略データベース,
パペットマン,なし,ユニット,3,5,4,召喚時：最大MPが1減る,,パペットマン ドラゴンクエストライバルズ 攻略データベース,
ヒッポキング,なし,ユニット,3,2,4,貫通、敵リーダーのテンションが上がる度攻撃力+2,,ヒッポキング ドラゴンクエストライバルズ 攻略データベース,
ビッグフェイス,なし,ユニット,3,3,3,におうだち,,ビッグフェイス ドラゴンクエストライバルズ 攻略データベース,
ビッグボック,なし,ユニット,3,2,3,占い:(1)味方リーダーのテンション+1、このユニットのHP+1、(2)味方リーダーのテンション+2,,ビッグボック ドラゴンクエストライバルズ 攻略データベース,
ファイアボール,なし,ユニット,3,2,4,召喚時：GET(1)。BET：このターン中、味方リーダーが受けるダメージ-5。,,ファイアボール ドラゴンクエストライバルズ 攻略データベース,
フォレストマスター,なし,ユニット,3,2,3,召喚時：味方ヒーローがいない場合このターン中、次に使用する英雄カードのコスト-3。味方ヒーローがいる場合+1/+1,,フォレストマスター ドラゴンクエストライバルズ 攻略データベース,
フロストギズモ,なし,ユニット,3,2,4,召喚時：指定の敵マスに氷塊を1つ出す,,フロストギズモ ドラゴンクエストライバルズ 攻略データベース,
ブラウニー,なし,ユニット,3,1,4,味方リーダーの攻撃で敵ユニットを倒す度攻撃力+2,,ブラウニー ドラゴンクエストライバルズ 攻略データベース,
ブラッドレディ,なし,ユニット,3,3,3,召喚時：ユニット1体に2ダメージ,,ブラッドレディ ドラゴンクエストライバルズ 攻略データベース,
ブルホーク,なし,ユニット,3,3,2,占い:①自分のデッキから占いカードを1枚手札に加える ② 味方リーダーのテンション+2,,ブルホーク ドラゴンクエストライバルズ 攻略データベース,
ヘルコンダクター,なし,ユニット,3,1,4,召喚時：全ての敵ユニットの位置を前後入れ替える。スキルブースト:攻撃力+1,,ヘルコンダクター ドラゴンクエストライバルズ 攻略データベース,
ベビーマジシャン,なし,ユニット,3,2,3,死亡時:魔法陣にいる場合カードを2枚引く,,ベビーマジシャン ドラゴンクエストライバルズ 攻略データベース,
ベンガルクーン,なし,ユニット,3,3,3,召喚時:宝箱に召喚された場合、宝箱から4/4のミミックがあらわれる。,,ベンガルクーン ドラゴンクエストライバルズ 攻略データベース,
ホークマン,なし,ユニット,3,4,2,ねらい撃ち,,ホークマン ドラゴンクエストライバルズ 攻略データベース,
ボル&ブル,なし,ユニット,3,3,2,2回攻撃,,ボル&ブル ドラゴンクエストライバルズ 攻略データベース,
ポムポムボム,なし,ユニット,3,2,4,占いカードを使う度速攻1/1のバブリンを出す,,ポムポムボム ドラゴンクエストライバルズ 攻略データベース,
マジカルハット,なし,ユニット,3,1,3,他の味方ユニットに自分が特技を使う度その特技と同じ効果がこのユニットに対しても発動する。,,マジカルハット ドラゴンクエストライバルズ 攻略データベース,
マッドオックス,なし,ユニット,3,2,3,召喚時：正面にいるランダムな敵ユニット1体に１ダメージを与える。スキルブースト:+1ダメージ,,マッドオックス ドラゴンクエストライバルズ 攻略データベース,
マペットマン,なし,ユニット,3,2,4,召喚時：味方ユニット1体にさくせんを出す,,マペットマン ドラゴンクエストライバルズ 攻略データベース,
マポレーナ,なし,ユニット,3,2,3,召喚時： 味方ユニット1体を+1/+1,,マポレーナ ドラゴンクエストライバルズ 攻略データベース,
マージリンリン,なし,ユニット,3,2,4,れんけい：におうだち1/3のフーセンドラゴンを1体出す,,マージリンリン ドラゴンクエストライバルズ 攻略データベース,
ミケまどう,なし,ユニット,3,4,2,召喚時：後列にいるユニット1体に1ダメージ,,ミケまどう ドラゴンクエストライバルズ 攻略データベース,
ミステリピラー,なし,ユニット,3,4,3,召喚時：自分のデッキからコスト1以下のカードを1枚引く,,ミステリピラー ドラゴンクエストライバルズ 攻略データベース,
ミニデーモン,なし,ユニット,3,2,2,召喚時：味方ヒーローがいる場合自分のデッキからコスト2の特技カードをランダムに1枚引く,,ミニデーモン ドラゴンクエストライバルズ 攻略データベース,
ミミック,なし,ユニット,3,4,4,死亡時：相手はカードを引く,,ミミック ドラゴンクエストライバルズ 攻略データベース,
メイデンドール,なし,ユニット,3,1,3,召喚時：味方ヒーローがいる場合敵ユニット1体を-2/-2,,メイデンドール ドラゴンクエストライバルズ 攻略データベース,
メガザルロック,なし,ユニット,3,1,4,死亡時：コスト2以下のランダムな味方ユニット1体を復活させる,,メガザルロック ドラゴンクエストライバルズ 攻略データベース,
メーダクイン,なし,ユニット,3,2,4,お互いの手札にある本来のコストが0の特技カードのコスト+1,,メーダクイン ドラゴンクエストライバルズ 攻略データベース,
モグラの子分,なし,ユニット,3,1,1,速攻、ターン終了時このユニットは死亡する、スキルブースト：攻撃力+1,,モグラの子分 ドラゴンクエストライバルズ 攻略データベース,
ライノソルジャー,なし,ユニット,3,4,2,スキルブースト：HP+1,,ライノソルジャー ドラゴンクエストライバルズ 攻略データベース,
妖魔軍王ブギー,なし,ユニット,3,3,2,召喚時：敵の冒険者1体をこのユニットが場にいる間+2/+2して味方にする,,妖魔軍王ブギー ドラゴンクエストライバルズ 攻略データベース,
強欲なミミック,なし,ユニット,3,2,4,召喚時：GET(1)、BET:攻撃力+1、死亡時:このユニットの攻撃力が4以上ならレジェンドレアカードを手札に1枚加える,,強欲なミミック ドラゴンクエストライバルズ 攻略データベース,
忠義の騎士アドン,なし,ユニット,3,2,3,このカードはピサロナイトとしても扱う。召喚時:他の味方のピサロナイトの数分+1/+1を得る。,,忠義の騎士アドン ドラゴンクエストライバルズ 攻略データベース,
支援のかれくさネズミ,なし,ユニット,3,2,2,召喚時:味方リーダーが武器を装備していない場合+1/+1 味方リーダーにおどる宝石のそろばんを装備する 武器を装備している場合はぐれメタルを1体出す,,支援のかれくさネズミ ドラゴンクエストライバルズ 攻略データベース,
残響のようじゅつし,なし,ユニット,3,2,3,召喚時：耐戦中に自分が使った特技カード1枚を手札に加える。自分の手札にある対戦中に自分が使用した特技カードと同じカードのコスト-1,,残響のようじゅつし ドラゴンクエストライバルズ 攻略データベース,
群れなすよるのていおう,なし,ユニット,3,2,2,召喚時:群れなるよるのていおうを1体出す,,群れなすよるのていおう ドラゴンクエストライバルズ 攻略データベース,
豊作のじんめんじゅ,なし,ユニット,3,1,4,ステルス、自分のターン終了時1/1のガップリンを1体出す。このユニットは1ダメージを受ける,,豊作のじんめんじゅ ドラゴンクエストライバルズ 攻略データベース,
豪腕王アントン,なし,ユニット,3,2,4,絶好調、貫通、におうだち、このユニットが絶好調状態なら攻撃力+2を得る,,豪腕王アントン ドラゴンクエストライバルズ 攻略データベース,
鏡像のマネマネ,なし,ユニット,3,3,2,速攻、れんけい：次の1回のみ味方リーダーのテンションスキルは敵リーダーと同じテンションスキルになる,,鏡像のマネマネ ドラゴンクエストライバルズ 攻略データベース,
闇のクリスタル,なし,ユニット,3,0,3,攻撃できない。自分のターン終了時このユニットの正面にいる全ての敵ユニットと敵リーダーに2ダメージ。,,闇のクリスタル ドラゴンクエストライバルズ 攻略データベース,
韋駄天のドラまさ,なし,ユニット,3,2,3,絶好調、速攻、ねらい撃ち このユニットが敵リーダーを攻撃した時絶好調状態ならカードを1枚引く,,韋駄天のドラまさ ドラゴンクエストライバルズ 攻略データベース,
黄金兵,なし,ユニット,3,2,3,におうだち、自分がコインを使う度このターン中手札にあるこのカードのコスト-2,,黄金兵 ドラゴンクエストライバルズ 攻略データベース,
あらくれチャッピー,なし,ユニット,4,3,2,召喚時：ユニット1体に2ダメージ,,あらくれチャッピー ドラゴンクエストライバルズ 攻略データベース,
うみぼうず,なし,ユニット,4,3,3,ステルス、スキルブースト:攻撃力+1,,うみぼうず ドラゴンクエストライバルズ 攻略データベース,
かえんムカデ,なし,ユニット,4,2,2,召喚時:地形マスに召喚された場合他の全てのユニットに2ダメージ,,かえんムカデ ドラゴンクエストライバルズ 攻略データベース,
きとうし,なし,ユニット,4,4,4,特技ダメージ+1,,きとうし ドラゴンクエストライバルズ 攻略データベース,
きりさきピエロ,なし,ユニット,4,4,4,召喚時：敵ユニット1体につき武術カード1枚を手札に加える。,,きりさきピエロ ドラゴンクエストライバルズ 攻略データベース,
くびかりぞく,なし,ユニット,4,4,4,味方リーダーの攻撃で敵ユニットを倒す度味方リーダーのテンション+1,,くびかりぞく ドラゴンクエストライバルズ 攻略データベース,
ごくらくちょう,なし,ユニット,4,4,4,シンクロ:①HP+1、②ねらい撃ち、③死亡時:味方リーダーのHPを3回復、敵リーダーに3ダメージ,,ごくらくちょう ドラゴンクエストライバルズ 攻略データベース,
ごろつき,なし,ユニット,4,4,3,召喚時：自分のデッキから攻撃力1のユニットを1枚引く,,ごろつき ドラゴンクエストライバルズ 攻略データベース,
さんぞくウルフ,なし,ユニット,4,5,4,味方リーダーの攻撃で敵ユニットを倒す度敵リーダーに2ダメージ,,さんぞくウルフ ドラゴンクエストライバルズ 攻略データベース,
じごくのざりがに,なし,ユニット,4,3,6,味方のピサロナイトが場に出る度味方リーダーのHPを2回復する,,じごくのざりがに ドラゴンクエストライバルズ 攻略データベース,
