id,name,currentTribe,cardType,cost,attack,hp,text,imageUrl,reason,manualAnswer
card_9a32c89a,テンツク,なし,ユニット,2,2,3,死亡時:死亡したマスの地形を祝福の聖域に変える。 この効果で地形の上書きはできない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0340dccb,デスフラッター,なし,ユニット,2,1,2,召喚時：自分のデッキの上からカード4枚を見る。ユニットカード以外のカードを1枚選び、それを引く。残りをデッキの下に戻す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_09ae440c,デビルパピヨン,なし,ユニット,2,2,2,召喚時：GET(1)。BET：ランダムな敵ユニット1体を毒にする,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c01548f9,トンネラー,なし,ユニット,2,1,3,におうだち、れんけい：+1/+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f4f27478,ドロヌーバ,なし,ユニット,2,2,3,ステルス,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_993f78a7,ナスビナーラ,なし,ユニット,2,2,3,召喚時：ユニット１体を縦1列の中央に移動させる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d329867b,パペットこぞう,なし,ユニット,2,3,2,占い：(1)味方リーダーのテンション-1、(2)+1/+1を得る,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_1c2707b7,ヒポせんし,なし,ユニット,2,2,3,敵リーダーのテンションが上がる度攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_9eef3ae2,ヒートギズモ,なし,ユニット,2,2,2,前列召喚時：正面にいる敵ユニットに2ダメージ、後列召喚時：味方リーダーのテンション+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_ffd715bf,ビッグスロース,なし,ユニット,2,1,1,自分がコスト1以下の手札を使う度+1/+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_4c928e44,ビッグハンマー,なし,ユニット,2,2,3,召喚時：自分のデッキから建物カードを1枚手札に加える。その後自分の手札から1枚選んで捨てる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_13c2373a,ピクシー,なし,ユニット,2,1,4,ねらい撃ち,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
token_pisaro_knight,ピサロナイト,なし,ユニット,2,3,2,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3745f350,ピンクモーモン,なし,ユニット,2,2,3,このユニットの攻撃で与えたダメージ分味方リーダーのHPを回復する,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_579c3018,フレイム,なし,ユニット,2,1,1,前列にいる場合攻撃力+3,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3697e999,ブチュチュンパ,なし,ユニット,2,3,2,召喚時：全ての敵ユニットは絶好調状態ではなくなる。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_fa60bb4c,ブラックマンティス,なし,ユニット,2,1,4,におうだち、召喚時：敵ユニット1体の攻撃力-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d7077797,ブラッドソード,なし,ユニット,2,2,2,死亡時：味方ヒーローがいる場合自分のデッキからコスト2以下の武器を装備する。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_af0589df,プオーン,なし,ユニット,2,3,2,召喚時：自分のデッキからコストが最も高い武闘家のカードを手札に1枚加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_cb17a7ac,プチヒーロー,なし,ユニット,2,2,2,シンクロ:①HP+1、②攻撃力+1、③HP+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b0bcc369,プテラノドン,なし,ユニット,2,2,1,死亡時：自分のデッキからコストが4以下の冒険者カードをランダムに1枚手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_bd1c41e5,プラズママウス,なし,ユニット,2,3,2,味方ヒーローがいる場合速攻を得る,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d00c0ca1,プークプック,なし,ユニット,2,1,3,前後にいる味方ユニットの攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7d611f88,ヘルコンドル,なし,ユニット,2,3,1,ねらい撃ち,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_81da80ae,ヘルホーネット,なし,ユニット,2,2,2,召喚時：味方ユニット1体の攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b4cd37c2,ベビーサタン,なし,ユニット,2,3,2,テンションリンク：自分と相手の最大MPが1増える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f6858889,ベビーパンサー,なし,ユニット,2,2,2,おうえん,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_e70aa055,ベロニャーゴ,なし,ユニット,2,1,3,れんけい：HP+1、味方リーダーが攻撃した後1/1のプリスニャンを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_1ffc4f90,ポンポコだぬき,なし,ユニット,2,3,2,死亡時：味方リーダーのテンション+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d625ddf3,マギール,なし,ユニット,2,2,3,味方建物があるなら手札のこのカードのコスト-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_352061b3,マクロベータ,なし,ユニット,2,2,3,れんけい:縦1列にいる全てのユニットに1ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_8c221f8f,マジックフライ,なし,ユニット,2,1,1,死亡時：自分のデッキから特技カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_23ad09be,マタンゴ,なし,ユニット,2,2,3,召喚時：敵リーダーが装備中のコスト4以下の武器を破壊する。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d94ba760,マッドプラント,なし,ユニット,2,2,3,召喚時：味方ユニット1体を次の相手のターン中ステルスにする,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_011a7b81,マドルーパー,なし,ユニット,2,2,2,このユニットは戦闘ダメージのみ受ける,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_e58db4b2,マヒャドフライ,なし,ユニット,2,1,4,敵リーダーにダメージを与えた時相手の手札にうまのふんを加える。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3c6c9165,マーブルン,なし,ユニット,2,2,1,召喚時：指定の味方マスに1/1のプリズニャンを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f873e56f,ミステリドール,なし,ユニット,2,2,3,召喚時:前後のマスにこのユニットがいる地形をコピーする。 この効果で地形の上書きはできない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_87f4d7ac,メイジももんじゃ,なし,ユニット,2,1,2,召喚時：味方ヒーローがいる場合ヒャドを手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f0a98fe1,メイジキメラ,なし,ユニット,2,2,3,自分が特技を使う度攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_34aa0b9b,メソコボルト,なし,ユニット,2,2,3,召喚時：ユニット1体ににおうだちを付与する,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_59fadad6,メタッピー,なし,ユニット,2,2,3,テンションリンク：このターン中味方リーダーが受けるダメージ-3,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_503c148f,メドーサボール,なし,ユニット,2,2,2,味方ヒーローのヒーロースキルが発動した後自分のデッキからシンクロを持つカードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2b331264,メーダ,なし,ユニット,2,3,2,前列にいる場合両プレイヤーの特技カードのコスト+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_30055c41,モコフル,なし,ユニット,2,2,3,召喚時:味方ユニット1体を封印する,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3c795f19,モコモコじゅう,なし,ユニット,2,1,3,速攻,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c1482e48,ランドゲーロ,なし,ユニット,2,4,4,召喚時：前列に召喚した場合攻撃力が1になる。後列に召喚した場合HPが１になる。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_90549185,ラーミア,なし,ユニット,2,0,1,召喚時:6つのオーブをデッキに混ぜ復活の準備に入る。 自分の場にオーブが全て揃った時ラーミアは復活しこの対戦に勝利する。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_ac3c90f7,リカントマムル,なし,ユニット,2,2,1,召喚時&死亡時：武術カード1枚を手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_321ac34f,リップス,なし,ユニット,2,2,2,敵リーダーにダメージを与えると敵リーダーのテンション-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_e3e4c05d,卑劣などくやずきん,なし,ユニット,2,3,2,召喚時：敵1体に1ダメージ。対象が毒なら3ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0f004dd9,変貌のくものきょじん,なし,ユニット,2,3,2,召喚時：味方ユニット1体をランダムなコストが1高いランダムなユニットに変身させる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_640b6bfb,天啓のエビルドライブ,なし,ユニット,2,1,3,召喚時:自分のデッキの一番上のカードのコストが偶数ならそのカードを引き、その後自分の手札から1枚選び自分のデッキに混ぜこのユニットの攻撃力+3,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b1b3f587,救援のドラキー,なし,ユニット,2,3,2,選択：・2/1のこんぼう1枚を手札に加える。・このターン中味方リーダーが受けるダメージ-3,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0bfca8a1,歌姫のマポレーナ,なし,ユニット,2,2,3,れんけい:次に場に出る味方ユニット1体を+1/+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_8776f6c2,潮風のディーバ,なし,ユニット,2,2,2,他の全ての味方ユニットの攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7fae1780,あやしいかげ,なし,ユニット,3,4,2,ステルス,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_cd19e6cb,あらくれ,なし,ユニット,3,3,1,速攻,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_9ba4ca11,いしにんぎょう,なし,ユニット,3,3,3,前列召喚時：ユニット1体のHP+2、後列召喚時:ユニット1体の攻撃力をHPと同じ値にする,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_65ef27dd,いどまじん,なし,ユニット,3,1,5,におうだち、相手のターン中このユニットがダメージを受ける度、ターン終了時までステルスを得る。召喚時：対戦中に味方建物が3つ以上出ていたら+2/+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_6772ad3c,いなずまビリー,なし,ユニット,3,1,3,召喚時：このユニットの攻撃力とにおうだちを持つ敵ユニット1体を死亡させる。スキルブースト:攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f794442a,うずしおキング,なし,ユニット,3,2,5,におうだち。れんけい：自分の山札の上から4枚を見て、れんけいを持つカードを1枚選び引く。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d945e36b,おおねずみ,なし,ユニット,3,2,2,死亡時：1/1のやまねずみを2体出す。対戦中に味方建物が3つ以上出ていたら代わりに2/2のやまねずみを2体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_237d6b84,おにこぞう,なし,ユニット,3,2,2,自分のターン開始時このユニットが前列にいる場合7/7おにこんぼうに変身する,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_02b71123,おばけねずみ,なし,ユニット,3,1,3,自分のターン終了時1/1のやまねずみを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_38ebc250,かいぞくウーパー,なし,ユニット,3,2,3,召喚時&手札から捨てた時：カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0baef237,かっちゅうアリ,なし,ユニット,3,1,4,BET：1ターンに1回のみ、攻撃力+1/HP+1。自分のターン終了時にGET(1)。このGETは1度だけ発動する。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_789e3a72,からくりだいみょう,なし,ユニット,3,4,2,召喚時：味方ユニット1体をこのユニットの前後に移動させる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_4b221727,からくりエッグ,なし,ユニット,3,3,3,パワフルバッジ：メタルボディもしくはハードメタルボディを持つ味方ユニットと武器の攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3dbf85fa,きりかぶこぞう,なし,ユニット,3,1,1,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_6163d7ef,げんじゅつし,なし,ユニット,3,3,3,特技ダメージ+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0ecc8073,ごうけつぐま,なし,ユニット,3,2,4,絶好調、このユニットが絶好調状態なら攻撃力+2と「敵リーダーを攻撃できない」を得る,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_1fd03920,さそりばち,なし,ユニット,3,1,1,速攻、自分がコスト1以下の手札を使う度このターン中攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_cf9a2c0e,さまようたましい,なし,ユニット,3,1,4,攻撃時：このターン中攻撃力+3,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_390c2e74,じんめんガエル,なし,ユニット,3,0,1,後列にいる場合攻撃力+5,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f9180cb7,たまねぎマン,なし,ユニット,3,2,4,占い：①ユニット1体の攻撃力を2にする②：ユニット1体のHPを2にする,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_1a59d46e,だいおうイカ,なし,ユニット,3,3,2,死亡時:GET(2),,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0ee31dd0,だいおうキッズ,なし,ユニット,3,4,3,召喚時：次のターン相手はユニットを後列に召喚できない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_628bbb48,ちんもくのひつじ,なし,ユニット,3,3,2,召喚時：正面にいるランダムな敵ユニット1体を封印する。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7fe80f03,つかいま,なし,ユニット,3,3,2,死亡時：最大MPが1増える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f3f6a5fb,とうぞくこぞう,なし,ユニット,3,5,4,召喚時：自分の手札から1枚選んで捨てる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7148c5d6,とげこんぼう,なし,ユニット,3,2,3,召喚時：味方ヒーローがいる場合味方リーダーのテンション+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_191bb601,どろにんぎょう,なし,ユニット,3,3,1,召喚時：次の相手のターン相手のMPが1減る,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_48ea99fd,なげきムーン,なし,ユニット,3,3,2,召喚時：味方リーダーのHPが15以下の場合+2/+2と貫通を得る。,https://gameconductor.com/dqrivals/wp-content/uploads/card_img_22.jpg,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b1d3a142,なぞの神官,なし,ユニット,3,2,4,味方ヒーローがいる場合占いカードのコスト-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_71f11ff6,ぬすっとウサギ,なし,ユニット,3,3,3,攻撃対象が敵リーダーの場合カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c6e27d2d,のろいのランプ,なし,ユニット,3,2,3,絶好調、占いを持つ特技カードを使った後このユニットが絶好調状態なら同じカードを手札に加える。その後絶好調状態ではなくなる。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_fab92693,ばくだん岩,なし,ユニット,3,3,3,死亡時：前列にいる全てのユニットに2ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_ae365a29,ひぐらしそう,なし,ユニット,3,2,4,選択：・コスト1のランダムなユニットカードを手札に1枚加える・コスト3のランダムな特技カードを手札に1枚加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2e9d61a8,びっくりサタン,なし,ユニット,3,2,3,自分の占いで(1)の効果が発動する度カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d479c4dc,ふくぶくろ,なし,ユニット,3,3,1,召喚時：両プレイヤーはカードを２枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_caf3ccae,ふくまねき,なし,ユニット,3,3,1,死亡時：カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_ca3dfe20,ふくめんバニー,なし,ユニット,3,4,3,攻撃対象が敵リーダーの場合武術カード1枚を手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_efa89063,ましょうぐも,なし,ユニット,3,3,2,すべての敵は回復の効果で代わりにダメージを受ける,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b6af2286,アイアンクック,なし,ユニット,3,2,4,召喚時：次の自分のターン開始時まで味方リーダーが受けるダメージ-1 スキルブースト:受けるダメージ-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c2defcfb,アイスゴーレム,なし,ユニット,3,2,4,召喚時：自分のデッキにメラ系の特技カードが無いならランダムな敵の空きマスに0/3の氷塊を2つ出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_dc05e007,アカイライ,なし,ユニット,3,4,2,自分のターン終了時このユニットがダメージを受けているならカードを1枚引く。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_5a4a847b,アビスソルジャー,なし,ユニット,3,3,3,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7276bcfb,アルケミストン,なし,ユニット,3,3,3,攻撃時：このターン中MPが1増える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f337a875,アローインプ,なし,ユニット,3,2,3,後列から攻撃する場合敵ユニットから反撃を受けない,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_784fcb08,イエティ,なし,ユニット,3,1,5,自分がコスト1以下の手札を使う度攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_67bf89ae,インキュバス,なし,ユニット,3,3,3,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1、偶数なら-1/-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_aa15aacb,ウィッチレディ,なし,ユニット,3,3,3,自分が特技を使って敵ユニットを倒す度味方リーダーのテンション+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_25b8f4de,ウパソルジャー,なし,ユニット,3,1,5,絶好調、絶好調状態の味方ユニットが攻撃する度このターン中味方リーダーは攻撃力+1を得る,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d4c05a16,オオカミ,なし,ユニット,3,3,1,速攻,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3ffe81c0,オーガソルジャー,なし,ユニット,3,3,3,召喚時：全てのピサロナイトにさくせんを出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7ad22030,オーガー,なし,ユニット,3,4,3,天啓の神域の効果によってデッキから手札にこのカードが加わった場合、ランダムな敵ユニットに3ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_75d17a3b,ガチャコッコ,なし,ユニット,3,0,5,におうだち、召喚時：敵ユニット1体につき攻撃力＋1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_66aca6cb,キッシム,なし,ユニット,3,3,2,おうえん、死亡時：自分のデッキからコスト5以上の建物カードを1枚引く。そのカードのコスト-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_99fccc22,キャタピラー,なし,ユニット,3,1,5,召喚時：味方ユニット1体のHP+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_90f17009,キャットバット,なし,ユニット,3,2,1,召喚時：このユニットの前後にキャットバットを出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_44e719fd,クラウンヘッド,なし,ユニット,3,1,4,におうだち。召喚時：GET(1)。BET：HP+1、次の相手のターン終了時まで受けるダメージ-1。このユニットへのBETは1ターン1回,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_deb61fbf,グリゴンダンス,なし,ユニット,3,3,2,テンションリンク：全てのユニットに1ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b4a3bfde,グリムン,なし,ユニット,3,3,3,召喚時：このターン中次に使う建物カードのコスト-2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_e502a350,グレムリン,なし,ユニット,3,2,4,味方が回復する度攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
