pool,name,cost,attack,hp,class,tribe,status,name_in_app_js,tracked_in_implemented_reports,text,official_url
cost2_unit_random_pool,チョコタワー,2,2,2,共通,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分の手札から1枚選んで捨てた後カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1328
cost2_unit_random_pool,テンツク,2,2,3,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時:死亡したマスの地形を祝福の聖域に変える。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/522
cost2_unit_random_pool,デスフラッター,2,1,2,魔法使い,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分のデッキの上からカード4枚を見る。ユニットカード以外のカードを1枚選び、それを引く。残りをデッキの下に戻す,https://gameconductor.com/dqrivals/c/d/1350
cost2_unit_random_pool,デッドペッカー,2,1,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,絶好調、速攻、このユニットが絶好調状態なら攻撃力+1を得る,https://gameconductor.com/dqrivals/c/d/914
cost2_unit_random_pool,デビルパピヨン,2,2,2,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1)。BET：ランダムな敵ユニット1体を毒にする,https://gameconductor.com/dqrivals/c/d/1134
cost2_unit_random_pool,トンネラー,2,1,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,におうだち、れんけい：+1/+1,https://gameconductor.com/dqrivals/c/d/1234
cost2_unit_random_pool,ドラゴスライム,2,2,3,共通,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方ユニット１体を絶好調状態に戻す,https://gameconductor.com/dqrivals/c/d/857
cost2_unit_random_pool,ドロヌーバ,2,2,3,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,ステルス,https://gameconductor.com/dqrivals/c/d/55
cost2_unit_random_pool,ドロル,2,2,3,共通,ゾンビ,OK_EFFECT_NONE,no,no,,https://gameconductor.com/dqrivals/c/d/576
cost2_unit_random_pool,ナイトウィスプ,2,2,2,占い師,なし,OK_EFFECT_NONE,yes,no,,https://gameconductor.com/dqrivals/c/d/1055
cost2_unit_random_pool,ナスビナーラ,2,2,3,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：ユニット１体を縦1列の中央に移動させる,https://gameconductor.com/dqrivals/c/d/59
cost2_unit_random_pool,ニセたいこう,2,2,3,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：次に場に出る魔王系の味方ユニットににおうだちを付与する,https://gameconductor.com/dqrivals/c/d/1022
cost2_unit_random_pool,パペットこぞう,2,3,2,占い師,なし,OK_TRACKED_IMPLEMENTED,yes,yes,占い：(1)味方リーダーのテンション-1、(2)+1/+1を得る,https://gameconductor.com/dqrivals/c/d/331
cost2_unit_random_pool,ヒポせんし,2,2,3,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,敵リーダーのテンションが上がる度攻撃力+1,https://gameconductor.com/dqrivals/c/d/508
cost2_unit_random_pool,ヒートギズモ,2,2,2,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,前列召喚時：正面にいる敵ユニットに2ダメージ、後列召喚時：味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1396
cost2_unit_random_pool,ビッグスロース,2,1,1,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,自分がコスト1以下の手札を使う度+1/+1,https://gameconductor.com/dqrivals/c/d/236
cost2_unit_random_pool,ビッグハンマー,2,2,3,盗賊,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：自分のデッキから建物カードを1枚手札に加える。その後自分の手札から1枚選んで捨てる,https://gameconductor.com/dqrivals/c/d/1406
cost2_unit_random_pool,ピクシー,2,1,4,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,ねらい撃ち,https://gameconductor.com/dqrivals/c/d/536
cost2_unit_random_pool,ピサロのてさき,2,2,1,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,絶好調、死亡時：このユニットが絶好調状態ならこの場所にピサロナイトを出す,https://gameconductor.com/dqrivals/c/d/887
cost2_unit_random_pool,ピンクモーモン,2,2,3,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,このユニットの攻撃で与えたダメージ分味方リーダーのHPを回復する,https://gameconductor.com/dqrivals/c/d/266
cost2_unit_random_pool,ファーリス王子,2,1,2,戦士,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,自分のターン終了時このユニットがブロックされているなら味方リーダーのテンション+1、カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1247
cost2_unit_random_pool,フレイム,2,1,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,前列にいる場合攻撃力+3,https://gameconductor.com/dqrivals/c/d/50
cost2_unit_random_pool,フロッガー,2,3,2,魔法使い,なし,OK_TRACKED_IMPLEMENTED,yes,yes,スライム系の味方ユニットが場に出る度ランダムな敵1体に1ダメージ,https://gameconductor.com/dqrivals/c/d/1187
cost2_unit_random_pool,フーセンドラゴン,2,1,3,僧侶,ドラゴン,REVIEW_NAME_MENTIONED_ONLY,yes,no,におうだち,https://gameconductor.com/dqrivals/c/d/1424
cost2_unit_random_pool,ブチュチュンパ,2,3,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：全ての敵ユニットは絶好調状態ではなくなる。,https://gameconductor.com/dqrivals/c/d/858
cost2_unit_random_pool,ブライ,2,1,3,武闘家,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,特技ダメージ+1、召喚時：このターン味方1体の攻撃力+2,https://gameconductor.com/dqrivals/c/d/1047
cost2_unit_random_pool,ブラックマンティス,2,1,4,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,におうだち、召喚時：敵ユニット1体の攻撃力-1,https://gameconductor.com/dqrivals/c/d/1087
cost2_unit_random_pool,ブラッドソード,2,2,2,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：味方ヒーローがいる場合自分のデッキからコスト2以下の武器を装備する。,https://gameconductor.com/dqrivals/c/d/794
cost2_unit_random_pool,プオーン,2,3,2,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分のデッキからコストが最も高い武闘家のカードを手札に1枚加える,https://gameconductor.com/dqrivals/c/d/902
cost2_unit_random_pool,プチヒーロー,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,シンクロ:①HP+1、②攻撃力+1、③HP+1,https://gameconductor.com/dqrivals/c/d/912
cost2_unit_random_pool,プテラノドン,2,2,1,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：自分のデッキからコストが4以下の冒険者カードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/978
cost2_unit_random_pool,プヨンターゲット,2,2,3,占い師,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,におうだち,https://gameconductor.com/dqrivals/c/d/813
cost2_unit_random_pool,プラズママウス,2,3,2,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,味方ヒーローがいる場合速攻を得る,https://gameconductor.com/dqrivals/c/d/798
cost2_unit_random_pool,プークプック,2,1,3,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,前後にいる味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/52
cost2_unit_random_pool,ヘルコンドル,2,3,1,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,ねらい撃ち,https://gameconductor.com/dqrivals/c/d/60
cost2_unit_random_pool,ヘルホーネット,2,2,2,商人,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方ユニット1体の攻撃力+1,https://gameconductor.com/dqrivals/c/d/287
cost2_unit_random_pool,ヘンリー,2,2,3,商人,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,シンクロ：(1)HP+1、(2)味方のヒーロースキルのコストは1下がる、(3)味方のヒーロースキルを1ターンに2回まで発動できる,https://gameconductor.com/dqrivals/c/d/1524
cost2_unit_random_pool,ベビーサタン,2,3,2,魔剣士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,テンションリンク：自分と相手の最大MPが1増える,https://gameconductor.com/dqrivals/c/d/346
cost2_unit_random_pool,ベビーパンサー,2,2,2,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,おうえん,https://gameconductor.com/dqrivals/c/d/432
cost2_unit_random_pool,ベホイミスライム,2,2,3,共通,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：GET(1)、BET：1ターンに1回のみ味方リーダーのHPを2回復,https://gameconductor.com/dqrivals/c/d/1115
cost2_unit_random_pool,ベロニャーゴ,2,1,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,れんけい：HP+1、味方リーダーが攻撃した後1/1のプリスニャンを1体出す,https://gameconductor.com/dqrivals/c/d/1231
cost2_unit_random_pool,ホイミスライム,2,1,3,共通,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,自分のターン終了時ダメージを受けている他の味方1体のHPを2回復,https://gameconductor.com/dqrivals/c/d/44
cost2_unit_random_pool,ホミロン軍曹,2,1,3,共通,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：合計2ダメージを正面のランダムな敵マスに割り振る。このユニットを除くスライム系のみかたユニットの数分ダメージ+1,https://gameconductor.com/dqrivals/c/d/606
cost2_unit_random_pool,ホワイトビート,2,2,3,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,ヒーロースキルを1ターンに2回まで発動できるようになる,https://gameconductor.com/dqrivals/c/d/834
cost2_unit_random_pool,ボックススライム,2,1,3,魔法使い,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1)、BET：以下の効果からランダムに1つ発動する。(1):カードを1枚引く、(2):HP+1、(3):味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1145
cost2_unit_random_pool,ボーンバット,2,3,4,僧侶,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：このユニットに2ダメージを与える,https://gameconductor.com/dqrivals/c/d/264
cost2_unit_random_pool,ポイズンリザード,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,絶好調、このユニットが絶好調状態ならダメージを与えたユニットを毒にする,https://gameconductor.com/dqrivals/c/d/915
cost2_unit_random_pool,ポンポコだぬき,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1233
cost2_unit_random_pool,マギール,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,味方建物があるなら手札のこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1331
cost2_unit_random_pool,マクロベータ,2,2,3,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,れんけい:縦1列にいる全てのユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1277
cost2_unit_random_pool,マジックフライ,2,1,1,魔法使い,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：自分のデッキから特技カードを1枚引く,https://gameconductor.com/dqrivals/c/d/206
cost2_unit_random_pool,マタンゴ,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：敵リーダーが装備中のコスト4以下の武器を破壊する。,https://gameconductor.com/dqrivals/c/d/833
cost2_unit_random_pool,マッドプラント,2,2,3,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：味方ユニット1体を次の相手のターン中ステルスにする,https://gameconductor.com/dqrivals/c/d/926
cost2_unit_random_pool,マドルーパー,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,このユニットは戦闘ダメージのみ受ける,https://gameconductor.com/dqrivals/c/d/976
cost2_unit_random_pool,マヒャドフライ,2,1,4,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,敵リーダーにダメージを与えた時相手の手札にうまのふんを加える。,https://gameconductor.com/dqrivals/c/d/637
cost2_unit_random_pool,マリンスライム,2,2,3,武闘家,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,スキルブースト：攻撃力+1,https://gameconductor.com/dqrivals/c/d/766
cost2_unit_random_pool,マーブルン,2,2,1,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：指定の味方マスに1/1のプリズニャンを1体出す,https://gameconductor.com/dqrivals/c/d/1071
cost2_unit_random_pool,マーマンダイン,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,パワフルバッジ：ドラゴン系のユニットカードを使う度敵リーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/578
cost2_unit_random_pool,ミステリドール,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:前後のマスにこのユニットがいる地形をコピーする。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/510
cost2_unit_random_pool,メイジももんじゃ,2,1,2,魔法使い,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：味方ヒーローがいる場合ヒャドを手札に加える,https://gameconductor.com/dqrivals/c/d/747
cost2_unit_random_pool,メイジキメラ,2,2,3,魔法使い,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,自分が特技を使う度攻撃力+1,https://gameconductor.com/dqrivals/c/d/195
cost2_unit_random_pool,メイジバピラス,2,2,2,占い師,ドラゴン,REVIEW_NAME_MENTIONED_ONLY,yes,no,絶好調、絶好調状態の味方ユニットが攻撃する度自分のデッキから占いカードを1枚引く,https://gameconductor.com/dqrivals/c/d/966
cost2_unit_random_pool,メソコボルト,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：ユニット1体ににおうだちを付与する,https://gameconductor.com/dqrivals/c/d/1172
cost2_unit_random_pool,メタッピー,2,2,3,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,テンションリンク：このターン中味方リーダーが受けるダメージ-3,https://gameconductor.com/dqrivals/c/d/173
cost2_unit_random_pool,メタルスライム,2,1,2,共通,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,メタルボディ,https://gameconductor.com/dqrivals/c/d/19
cost2_unit_random_pool,メドーサボール,2,2,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,味方ヒーローのヒーロースキルが発動した後自分のデッキからシンクロを持つカードを1枚引く,https://gameconductor.com/dqrivals/c/d/920
cost2_unit_random_pool,メーダ,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,前列にいる場合両プレイヤーの特技カードのコスト+1,https://gameconductor.com/dqrivals/c/d/94
cost2_unit_random_pool,モコフル,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:味方ユニット1体を封印する,https://gameconductor.com/dqrivals/c/d/419
cost2_unit_random_pool,モコモコじゅう,2,1,3,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,速攻,https://gameconductor.com/dqrivals/c/d/787
cost2_unit_random_pool,ラグアス王子,2,2,2,占い師,冒険者,REVIEW_NAME_MENTIONED_ONLY,yes,no,おうえん、召喚時&攻撃時：相手のデッキの1番上のカードを見てデッキの一番下に移動させることができる,https://gameconductor.com/dqrivals/c/d/1058
cost2_unit_random_pool,ランドゲーロ,2,4,4,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：前列に召喚した場合攻撃力が1になる。後列に召喚した場合HPが１になる。,https://gameconductor.com/dqrivals/c/d/464
cost2_unit_random_pool,ラーミア,2,0,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:6つのオーブをデッキに混ぜ復活の準備に入る。 自分の場にオーブが全て揃った時ラーミアは復活しこの対戦に勝利する。,https://gameconductor.com/dqrivals/c/d/534
cost2_unit_random_pool,リカントマムル,2,2,1,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時&死亡時：武術カード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1083
cost2_unit_random_pool,リザードキッズ,2,5,3,共通,ドラゴン,REVIEW_NAME_MENTIONED_ONLY,yes,no,攻撃時：このターン中攻撃力-3。,
cost2_unit_random_pool,リザードフライ,2,2,3,共通,ドラゴン,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:味方ユニット1体を1マス下に移動させる。,https://gameconductor.com/dqrivals/c/d/535
cost2_unit_random_pool,リザードマン,2,3,2,共通,ドラゴン,OK_EFFECT_NONE,yes,no,効果なし,https://gameconductor.com/dqrivals/c/d/8
cost2_unit_random_pool,リップス,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,敵リーダーにダメージを与えると敵リーダーのテンション-1,https://gameconductor.com/dqrivals/c/d/53
cost2_unit_random_pool,リンリン,2,1,3,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：ランダムなコスト1のドラゴン系ユニット1体をこのマスに出す。スキルブースト：ユニットのコスト+1,https://gameconductor.com/dqrivals/c/d/619
cost2_unit_random_pool,ルイーダ,2,1,2,商人,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,自分のターン終了時ランダムな冒険者1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/822
cost2_unit_random_pool,ルーキー,2,1,2,魔法使い,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,おうえん、召喚時：自分のデッキからコスト5以上のランダムなユニットカードを1枚引く,https://gameconductor.com/dqrivals/c/d/1180
cost2_unit_random_pool,卑劣などくやずきん,2,3,2,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：敵1体に1ダメージ。対象が毒なら3ダメージ,https://gameconductor.com/dqrivals/c/d/1452
cost2_unit_random_pool,変貌のくものきょじん,2,3,2,商人,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：味方ユニット1体をランダムなコストが1高いランダムなユニットに変身させる,https://gameconductor.com/dqrivals/c/d/1450
cost2_unit_random_pool,大魔女バーバラ,2,2,2,魔法使い,冒険者,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：敵1体にこのターン中使った特技カードのコスト分のダメージ 対象が敵リーダーの場合は半分のダメージになる。,https://gameconductor.com/dqrivals/c/d/1494
cost2_unit_random_pool,天啓のエビルドライブ,2,1,3,占い師,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:自分のデッキの一番上のカードのコストが偶数ならそのカードを引き、その後自分の手札から1枚選び自分のデッキに混ぜこのユニットの攻撃力+3,https://gameconductor.com/dqrivals/c/d/1451
cost2_unit_random_pool,少年テリー,2,2,2,戦士,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方リーダーのテンションスキルをモンスターマスターに変える,https://gameconductor.com/dqrivals/c/d/888
cost2_unit_random_pool,怪盗ポイックリン,2,2,3,盗賊,冒険者,REVIEW_NAME_MENTIONED_ONLY,yes,no,ステルス、召喚時：相手の手札のカードと同じカードをランダムに1枚手札に加える。その後、自分の手札から1枚選んで捨てる。,https://gameconductor.com/dqrivals/c/d/1409
cost2_unit_random_pool,悪鬼丸,2,3,2,魔剣士,ゾンビ,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：味方リーダーのテンションスキルを死者の目覚めに変える,https://gameconductor.com/dqrivals/c/d/673
cost2_unit_random_pool,救援のドラキー,2,3,2,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,選択：・2/1のこんぼう1枚を手札に加える。・このターン中味方リーダーが受けるダメージ-3,https://gameconductor.com/dqrivals/c/d/1482
cost2_unit_random_pool,歌姫のマポレーナ,2,2,3,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,れんけい:次に場に出る味方ユニット1体を+1/+1,https://gameconductor.com/dqrivals/c/d/1301
cost2_unit_random_pool,潮風のディーバ,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,他の全ての味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/722
cost2_unit_random_pool,白煙のホワイトビート,2,1,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:次の相手のターン終了時までステルスを得る。味方のヒーロースキルを2回まで発動できるようになる,https://gameconductor.com/dqrivals/c/d/1581
cost2_unit_random_pool,石炭つむり,2,2,3,僧侶,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,味方建物がある間におうだちと「死亡時：味方リーダーのテンション+1」を得る,https://gameconductor.com/dqrivals/c/d/1513
cost2_unit_random_pool,破滅への導き,2,0,0,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,味方ユニット1体を死亡させた後、自分のデッキからコスト6以上のユニットカードを2枚引く,https://gameconductor.com/dqrivals/c/d/361
cost2_unit_random_pool,船長,2,2,3,盗賊,ゾンビ,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時&手札から捨てた時:味方リーダーのHPを2回復する,https://gameconductor.com/dqrivals/c/d/1407
cost3_unit_random_pool,あやしいかげ,3,4,2,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,ステルス,https://gameconductor.com/dqrivals/c/d/68
cost3_unit_random_pool,いしにんぎょう,3,3,3,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,前列召喚時：ユニット1体のHP+2、後列召喚時:ユニット1体の攻撃力をHPと同じ値にする,https://gameconductor.com/dqrivals/c/d/1370
cost3_unit_random_pool,いどまじん,3,1,5,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,におうだち、相手のターン中このユニットがダメージを受ける度、ターン終了時までステルスを得る。召喚時：対戦中に味方建物が3つ以上出ていたら+2/+2,https://gameconductor.com/dqrivals/c/d/1371
cost3_unit_random_pool,いなずまビリー,3,1,3,戦士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：このユニットの攻撃力とにおうだちを持つ敵ユニット1体を死亡させる。スキルブースト:攻撃力+1,https://gameconductor.com/dqrivals/c/d/1249
cost3_unit_random_pool,いばらドラゴン,3,3,3,占い師,ドラゴン,OK_EFFECT_NONE,yes,yes,効果なし,https://gameconductor.com/dqrivals/c/d/853
cost3_unit_random_pool,うずしおキング,3,2,5,占い師,なし,OK_TRACKED_IMPLEMENTED,yes,yes,におうだち。れんけい：自分の山札の上から4枚を見て、れんけいを持つカードを1枚選び引く。,https://gameconductor.com/dqrivals/c/d/1571
cost3_unit_random_pool,おおねずみ,3,2,2,商人,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時：1/1のやまねずみを2体出す。対戦中に味方建物が3つ以上出ていたら代わりに2/2のやまねずみを2体出す,https://gameconductor.com/dqrivals/c/d/1382
cost3_unit_random_pool,おにこぞう,3,2,2,戦士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,自分のターン開始時このユニットが前列にいる場合7/7おにこんぼうに変身する,https://gameconductor.com/dqrivals/c/d/186
cost3_unit_random_pool,おばけねずみ,3,1,3,商人,なし,OK_TRACKED_IMPLEMENTED,yes,yes,自分のターン終了時1/1のやまねずみを1体出す,https://gameconductor.com/dqrivals/c/d/1088
cost3_unit_random_pool,かいぞくウーパー,3,2,3,盗賊,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時&手札から捨てた時：カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1414
cost3_unit_random_pool,かっちゅうアリ,3,1,4,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,BET：1ターンに1回のみ、攻撃力+1/HP+1。自分のターン終了時にGET(1)。このGETは1度だけ発動する。,https://gameconductor.com/dqrivals/c/d/1213
cost3_unit_random_pool,からくりだいみょう,3,4,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方ユニット1体をこのユニットの前後に移動させる,https://gameconductor.com/dqrivals/c/d/73
cost3_unit_random_pool,からくりエッグ,3,3,3,商人,なし,NEEDS_EFFECT_REVIEW,no,no,パワフルバッジ：メタルボディもしくはハードメタルボディを持つ味方ユニットと武器の攻撃力+1,https://gameconductor.com/dqrivals/c/d/622
cost3_unit_random_pool,くさった死体,3,3,3,共通,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：敵リーダーの武器を破壊する,https://gameconductor.com/dqrivals/c/d/9
cost3_unit_random_pool,げんじゅつし,3,3,3,魔法使い,なし,OK_TRACKED_IMPLEMENTED,yes,yes,特技ダメージ+1,https://gameconductor.com/dqrivals/c/d/197
cost3_unit_random_pool,ごうけつぐま,3,2,4,共通,なし,NEEDS_EFFECT_REVIEW,no,no,絶好調、このユニットが絶好調状態なら攻撃力+2と「敵リーダーを攻撃できない」を得る,https://gameconductor.com/dqrivals/c/d/940
cost3_unit_random_pool,さそりばち,3,1,1,武闘家,なし,OK_TRACKED_IMPLEMENTED,yes,yes,速攻、自分がコスト1以下の手札を使う度このターン中攻撃力+1,https://gameconductor.com/dqrivals/c/d/230
cost3_unit_random_pool,さまようたましい,3,1,4,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,攻撃時：このターン中攻撃力+3,https://gameconductor.com/dqrivals/c/d/64
cost3_unit_random_pool,しのどれい,3,2,4,武闘家,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:このユニットがいる横一列の後列マスの地形を全てすべる床に変える。 この効果は地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/520
cost3_unit_random_pool,じめじめバブル,3,3,4,僧侶,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：敵ユニットが2体以上いるなら敵ユニット1体の攻撃力-1,https://gameconductor.com/dqrivals/c/d/1515
cost3_unit_random_pool,じんめんガエル,3,0,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,後列にいる場合攻撃力+5,https://gameconductor.com/dqrivals/c/d/110
cost3_unit_random_pool,たまねぎマン,3,2,4,占い師,なし,OK_TRACKED_IMPLEMENTED,yes,yes,占い：①ユニット1体の攻撃力を2にする②：ユニット1体のHPを2にする,https://gameconductor.com/dqrivals/c/d/1057
cost3_unit_random_pool,だいおうイカ,3,3,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時:GET(2),https://gameconductor.com/dqrivals/c/d/1174
cost3_unit_random_pool,だいおうキッズ,3,4,3,武闘家,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：次のターン相手はユニットを後列に召喚できない。,https://gameconductor.com/dqrivals/c/d/243
cost3_unit_random_pool,ちんもくのひつじ,3,3,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：正面にいるランダムな敵ユニット1体を封印する。,https://gameconductor.com/dqrivals/c/d/977
cost3_unit_random_pool,つかいま,3,3,2,魔剣士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時：最大MPが1増える,https://gameconductor.com/dqrivals/c/d/472
cost3_unit_random_pool,つららスライム,3,2,3,共通,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：1マス前にいるユニットの攻撃力-2,https://gameconductor.com/dqrivals/c/d/104
cost3_unit_random_pool,てつのさそり,3,2,4,魔法使い,なし,NEEDS_EFFECT_REVIEW,no,no,パワフルバッジ：スライム系の味方ユニットのHP+1,https://gameconductor.com/dqrivals/c/d/612
cost3_unit_random_pool,とうぞくこぞう,3,5,4,盗賊,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：自分の手札から1枚選んで捨てる,https://gameconductor.com/dqrivals/c/d/1413
cost3_unit_random_pool,とげこんぼう,3,2,3,魔剣士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方ヒーローがいる場合味方リーダーのテンション+2,https://gameconductor.com/dqrivals/c/d/752
