no,id,name,currentTribe,cardType,cost,attack,hp,text,imageUrl,officialDbPage,officialDbSearchQuery,manualAnswer
147,card_628bbb48,ちんもくのひつじ,なし,ユニット,3,3,2,召喚時：正面にいるランダムな敵ユニット1体を封印する。,,,ちんもくのひつじ ドラゴンクエストライバルズ 攻略データベース,
148,card_f3f6a5fb,とうぞくこぞう,なし,ユニット,3,5,4,召喚時：自分の手札から1枚選んで捨てる,,,とうぞくこぞう ドラゴンクエストライバルズ 攻略データベース,
149,card_7148c5d6,とげこんぼう,なし,ユニット,3,2,3,召喚時：味方ヒーローがいる場合味方リーダーのテンション+2,,,とげこんぼう ドラゴンクエストライバルズ 攻略データベース,
150,card_191bb601,どろにんぎょう,なし,ユニット,3,3,1,召喚時：次の相手のターン相手のMPが1減る,,,どろにんぎょう ドラゴンクエストライバルズ 攻略データベース,
151,card_b1d3a142,なぞの神官,なし,ユニット,3,2,4,味方ヒーローがいる場合占いカードのコスト-1,,,なぞの神官 ドラゴンクエストライバルズ 攻略データベース,
152,card_71f11ff6,ぬすっとウサギ,なし,ユニット,3,3,3,攻撃対象が敵リーダーの場合カードを1枚引く,,,ぬすっとウサギ ドラゴンクエストライバルズ 攻略データベース,
153,card_c6e27d2d,のろいのランプ,なし,ユニット,3,2,3,絶好調、占いを持つ特技カードを使った後このユニットが絶好調状態なら同じカードを手札に加える。その後絶好調状態ではなくなる。,,,のろいのランプ ドラゴンクエストライバルズ 攻略データベース,
154,card_fab92693,ばくだん岩,なし,ユニット,3,3,3,死亡時：前列にいる全てのユニットに2ダメージ,,,ばくだん岩 ドラゴンクエストライバルズ 攻略データベース,
155,card_ae365a29,ひぐらしそう,なし,ユニット,3,2,4,選択：・コスト1のランダムなユニットカードを手札に1枚加える・コスト3のランダムな特技カードを手札に1枚加える,,,ひぐらしそう ドラゴンクエストライバルズ 攻略データベース,
156,card_2e9d61a8,びっくりサタン,なし,ユニット,3,2,3,自分の占いで(1)の効果が発動する度カードを1枚引く,,,びっくりサタン ドラゴンクエストライバルズ 攻略データベース,
157,card_d479c4dc,ふくぶくろ,なし,ユニット,3,3,1,召喚時：両プレイヤーはカードを２枚引く,,,ふくぶくろ ドラゴンクエストライバルズ 攻略データベース,
158,card_caf3ccae,ふくまねき,なし,ユニット,3,3,1,死亡時：カードを1枚引く,,,ふくまねき ドラゴンクエストライバルズ 攻略データベース,
159,card_ca3dfe20,ふくめんバニー,なし,ユニット,3,4,3,攻撃対象が敵リーダーの場合武術カード1枚を手札に加える,,,ふくめんバニー ドラゴンクエストライバルズ 攻略データベース,
160,card_efa89063,ましょうぐも,なし,ユニット,3,3,2,すべての敵は回復の効果で代わりにダメージを受ける,,,ましょうぐも ドラゴンクエストライバルズ 攻略データベース,
161,card_b6af2286,アイアンクック,なし,ユニット,3,2,4,召喚時：次の自分のターン開始時まで味方リーダーが受けるダメージ-1 スキルブースト:受けるダメージ-1,,,アイアンクック ドラゴンクエストライバルズ 攻略データベース,
162,card_c2defcfb,アイスゴーレム,なし,ユニット,3,2,4,召喚時：自分のデッキにメラ系の特技カードが無いならランダムな敵の空きマスに0/3の氷塊を2つ出す,,,アイスゴーレム ドラゴンクエストライバルズ 攻略データベース,
163,card_dc05e007,アカイライ,なし,ユニット,3,4,2,自分のターン終了時このユニットがダメージを受けているならカードを1枚引く。,,,アカイライ ドラゴンクエストライバルズ 攻略データベース,
164,card_5a4a847b,アビスソルジャー,なし,ユニット,3,3,3,,,,アビスソルジャー ドラゴンクエストライバルズ 攻略データベース,
165,card_7276bcfb,アルケミストン,なし,ユニット,3,3,3,攻撃時：このターン中MPが1増える,,,アルケミストン ドラゴンクエストライバルズ 攻略データベース,
166,card_f337a875,アローインプ,なし,ユニット,3,2,3,後列から攻撃する場合敵ユニットから反撃を受けない,,,アローインプ ドラゴンクエストライバルズ 攻略データベース,
167,card_784fcb08,イエティ,なし,ユニット,3,1,5,自分がコスト1以下の手札を使う度攻撃力+1,,,イエティ ドラゴンクエストライバルズ 攻略データベース,
168,card_67bf89ae,インキュバス,なし,ユニット,3,3,3,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1、偶数なら-1/-1,,,インキュバス ドラゴンクエストライバルズ 攻略データベース,
169,card_aa15aacb,ウィッチレディ,なし,ユニット,3,3,3,自分が特技を使って敵ユニットを倒す度味方リーダーのテンション+1,,,ウィッチレディ ドラゴンクエストライバルズ 攻略データベース,
170,card_25b8f4de,ウパソルジャー,なし,ユニット,3,1,5,絶好調、絶好調状態の味方ユニットが攻撃する度このターン中味方リーダーは攻撃力+1を得る,,,ウパソルジャー ドラゴンクエストライバルズ 攻略データベース,
171,card_d4c05a16,オオカミ,なし,ユニット,3,3,1,速攻,,,オオカミ ドラゴンクエストライバルズ 攻略データベース,
172,card_3ffe81c0,オーガソルジャー,なし,ユニット,3,3,3,召喚時：全てのピサロナイトにさくせんを出す,,,オーガソルジャー ドラゴンクエストライバルズ 攻略データベース,
173,card_7ad22030,オーガー,なし,ユニット,3,4,3,天啓の神域の効果によってデッキから手札にこのカードが加わった場合、ランダムな敵ユニットに3ダメージ,,,オーガー ドラゴンクエストライバルズ 攻略データベース,
174,card_75d17a3b,ガチャコッコ,なし,ユニット,3,0,5,におうだち、召喚時：敵ユニット1体につき攻撃力＋1,,,ガチャコッコ ドラゴンクエストライバルズ 攻略データベース,
175,card_66aca6cb,キッシム,なし,ユニット,3,3,2,おうえん、死亡時：自分のデッキからコスト5以上の建物カードを1枚引く。そのカードのコスト-1,,,キッシム ドラゴンクエストライバルズ 攻略データベース,
176,card_99fccc22,キャタピラー,なし,ユニット,3,1,5,召喚時：味方ユニット1体のHP+2,,,キャタピラー ドラゴンクエストライバルズ 攻略データベース,
177,card_90f17009,キャットバット,なし,ユニット,3,2,1,召喚時：このユニットの前後にキャットバットを出す,,,キャットバット ドラゴンクエストライバルズ 攻略データベース,
178,card_44e719fd,クラウンヘッド,なし,ユニット,3,1,4,におうだち。召喚時：GET(1)。BET：HP+1、次の相手のターン終了時まで受けるダメージ-1。このユニットへのBETは1ターン1回,,,クラウンヘッド ドラゴンクエストライバルズ 攻略データベース,
179,card_deb61fbf,グリゴンダンス,なし,ユニット,3,3,2,テンションリンク：全てのユニットに1ダメージ,,,グリゴンダンス ドラゴンクエストライバルズ 攻略データベース,
180,card_b4a3bfde,グリムン,なし,ユニット,3,3,3,召喚時：このターン中次に使う建物カードのコスト-2,,,グリムン ドラゴンクエストライバルズ 攻略データベース,
181,card_e502a350,グレムリン,なし,ユニット,3,2,4,味方が回復する度攻撃力+1,,,グレムリン ドラゴンクエストライバルズ 攻略データベース,
182,card_78b75767,グレンデル,なし,ユニット,3,2,4,におうだち　召喚時:味方リーダーのテンションを1消費する。消費した後+1/+1を得る。,,,グレンデル ドラゴンクエストライバルズ 攻略データベース,
183,card_52cde336,ケセランパセラン,なし,ユニット,3,4,3,自分の占いで(1)の効果が発動する度味方リーダーのHPを2回復,,,ケセランパセラン ドラゴンクエストライバルズ 攻略データベース,
184,card_04ea5b09,ケミカルゼリー,なし,ユニット,3,3,2,召喚時：敵ユニット1体に2ダメージ、そのユニットが前列にいる場合代わりに4ダメージ,,,ケミカルゼリー ドラゴンクエストライバルズ 攻略データベース,
185,card_c4a3f7b9,ケムケムベス,なし,ユニット,3,3,6,絶好調、このユニットは絶好調状態ではない場合攻撃できない,,,ケムケムベス ドラゴンクエストライバルズ 攻略データベース,
186,card_9bb7d892,ゲントの杖,なし,ユニット,3,1,2,テンションリンク：ダメージを受けているランダムな味方1体のHPを4回復する。カードを1枚引く。武器の耐久力を-1する。,,,ゲントの杖 ドラゴンクエストライバルズ 攻略データベース,
187,card_13db3095,コサックシープ,なし,ユニット,3,4,3,召喚時：味方ユニット1体を手札に戻す,,,コサックシープ ドラゴンクエストライバルズ 攻略データベース,
188,card_c17a47c9,コンジャラー,なし,ユニット,3,2,4,味方リーダーは超必中モードになる,,,コンジャラー ドラゴンクエストライバルズ 攻略データベース,
189,card_f7af8484,ゴルゴンゾーラ,なし,ユニット,3,2,4,召喚時：GET(1)。BET：このユニット自身のHPを3回復する。,,,ゴルゴンゾーラ ドラゴンクエストライバルズ 攻略データベース,
190,card_5b3cd328,ゴーレム,なし,ユニット,3,3,3,におうだち,,,ゴーレム ドラゴンクエストライバルズ 攻略データベース,
191,card_c9c5c6b2,サブナック,なし,ユニット,3,4,4,召喚時：指定の敵マスに2/1のスライムベスを出す,,,サブナック ドラゴンクエストライバルズ 攻略データベース,
192,card_5d901bd6,ザバン,なし,ユニット,3,3,3,召喚時：道具カードを手札に1枚加える,,,ザバン ドラゴンクエストライバルズ 攻略データベース,
193,card_3d8e1905,シャイニング,なし,ユニット,3,3,4,召喚時：自分が次に使用する占いカードは発動する効果を選べるようになる。,,,シャイニング ドラゴンクエストライバルズ 攻略データベース,
194,card_3c97debd,シャドウベビー,なし,ユニット,3,3,2,ステルス、貫通,,,シャドウベビー ドラゴンクエストライバルズ 攻略データベース,
195,card_0576ef69,シルバーベア,なし,ユニット,3,2,4,れんけい：このターン中速攻と「敵リーダーを攻撃できない」を得る。スキルブースト:攻撃力+1,,,シルバーベア ドラゴンクエストライバルズ 攻略データベース,
196,card_836a79fd,シーゴーレム,なし,ユニット,3,2,4,召喚時：味方ヒーローがいる場合HP+2とにおうだちを得る,,,シーゴーレム ドラゴンクエストライバルズ 攻略データベース,
197,card_11ec895a,シーメーダ,なし,ユニット,3,3,3,おうえん、このユニットに自分が特技を使う度味方リーダーのHPを1回復,,,シーメーダ ドラゴンクエストライバルズ 攻略データベース,
198,card_93022096,シーライオン,なし,ユニット,3,1,5,におうだち、自分のターン終了時このユニットのHPを2回復,,,シーライオン ドラゴンクエストライバルズ 攻略データベース,
199,card_719d6479,ジゴック,なし,ユニット,3,2,4,におうだち、召喚時：味方建物１つの耐久値+1、そうした場合攻撃力+1を得る,,,ジゴック ドラゴンクエストライバルズ 攻略データベース,
200,card_0f3ff099,ジャガーメイジ,なし,ユニット,3,3,3,召喚時：敵ユニットが3体以上いる場合全ての敵ユニットに1ダメージ,,,ジャガーメイジ ドラゴンクエストライバルズ 攻略データベース,
201,card_1ee8d46f,ジャミ&ゴンズ,なし,ユニット,3,4,4,選択：・HP-2 カードを1枚引く、敵リーダーに2ダメージ・攻撃力-2 におうだちを得る、味方リーダーのテンション+1,,,ジャミ&ゴンズ ドラゴンクエストライバルズ 攻略データベース,
202,card_51602015,ストロングアニマル,なし,ユニット,3,3,4,召喚時：味方ユニット1体を手札に戻す。それが冒険者ならさらにコストを-2する。,,,ストロングアニマル ドラゴンクエストライバルズ 攻略データベース,
203,card_7d6409ad,ストーンビースト,なし,ユニット,3,1,5,絶好調、このユニットが絶好調状態なら攻撃力+2とにおうだちを得る,,,ストーンビースト ドラゴンクエストライバルズ 攻略データベース,
204,card_28664aa9,スピニー,なし,ユニット,3,2,3,召喚時：貫通、1/2のメラリザードを1体出す。自分のデッキの一番上のカードのコストが3以上ならそのメラリザードに攻撃力+1とにおうだちを付与する,,,スピニー ドラゴンクエストライバルズ 攻略データベース,
205,card_3e373c4a,スーパーテンツク,なし,ユニット,3,2,4,召喚時:味方ヒーローがいる場合自分のデッキから武器カードまたは必殺技を持つカードを手札に加える。,,,スーパーテンツク ドラゴンクエストライバルズ 攻略データベース,
206,card_0df73d3b,セージももんじゃ,なし,ユニット,3,2,2,召喚時:自分のデッキの一番上のカードのコストが偶数なら合計3ダメージをランダムな敵ユニットに割り振る,,,セージももんじゃ ドラゴンクエストライバルズ 攻略データベース,
207,card_ada3c5df,タップデビル,なし,ユニット,3,2,2,絶好調、死亡時：自分のデッキからコスト4の特技カードを1枚引く。このユニットが絶好調状態ならそのカードのコスト-1,,,タップデビル ドラゴンクエストライバルズ 攻略データベース,
208,card_0b67b299,タップペンギー,なし,ユニット,3,3,4,,,,タップペンギー ドラゴンクエストライバルズ 攻略データベース,
209,card_5fffa5b0,ダークペルシャ,なし,ユニット,3,3,2,召喚時:敵ユニットが3体以上いる場合GET(1)、BET:全てのユニットに1ダメージ,,,ダークペルシャ ドラゴンクエストライバルズ 攻略データベース,
210,card_7d1e0182,ツボック,なし,ユニット,3,3,4,死亡時：自分のデッキに特技カードが無いなら味方リーダーのテンション+2,,,ツボック ドラゴンクエストライバルズ 攻略データベース,
211,card_1e2e4b2a,テールイーター,なし,ユニット,3,3,3,召喚時:このユニットにさくせんを出す,,,テールイーター ドラゴンクエストライバルズ 攻略データベース,
212,card_a9fe6956,デザートデーモン,なし,ユニット,3,3,1,召喚時:合計3ダメージをこのユニット以外のランダムなユニットに割り振る,,,デザートデーモン ドラゴンクエストライバルズ 攻略データベース,
213,card_aac4c8d0,デザートランナー,なし,ユニット,3,3,3,召喚時:地形マスに召喚された場合速攻を得る。,,,デザートランナー ドラゴンクエストライバルズ 攻略データベース,
214,card_0ca59650,デスパロット,なし,ユニット,3,2,3,味方ヒーローのヒーロースキルが発動した後道具カード2枚を手札に加える,,,デスパロット ドラゴンクエストライバルズ 攻略データベース,
215,card_9e85ced2,トドマン,なし,ユニット,3,2,2,このユニットに自分が特技を使う度攻撃力+1,,,トドマン ドラゴンクエストライバルズ 攻略データベース,
216,card_dd122306,ドッグスナイパー,なし,ユニット,3,2,4,ねらい撃ち、戦闘以外のダメージで敵ユニットが死亡する度攻撃力+1,,,ドッグスナイパー ドラゴンクエストライバルズ 攻略データベース,
217,card_1acdd672,ドラキーマ,なし,ユニット,3,2,1,召喚時：ユニット1体を次のターン攻撃不能にする,,,ドラキーマ ドラゴンクエストライバルズ 攻略データベース,
218,card_a1a044fe,ドラムゴート,なし,ユニット,3,3,3,テンションカードを1ターンに2回まで使える,,,ドラムゴート ドラゴンクエストライバルズ 攻略データベース,
219,card_6289767c,ドロザラー,なし,ユニット,3,3,3,召喚時:指定のマスの地形を破壊する,,,ドロザラー ドラゴンクエストライバルズ 攻略データベース,
220,card_9b534fc6,ネーレウス,なし,ユニット,3,2,3,味方ユニットが場に出た後そのユニットの攻撃力+1、それが冒険者なら代わりに+1/+1,,,ネーレウス ドラゴンクエストライバルズ 攻略データベース,
221,card_51e3a4ad,パプリカン,なし,ユニット,3,3,2,召喚時：味方ヒーローがいる場合装備中の武器を+1/+1,,,パプリカン ドラゴンクエストライバルズ 攻略データベース,
222,card_445c76b4,パペットマン,なし,ユニット,3,5,4,召喚時：最大MPが1減る,,,パペットマン ドラゴンクエストライバルズ 攻略データベース,
223,card_7898dbde,ヒッポキング,なし,ユニット,3,2,4,貫通、敵リーダーのテンションが上がる度攻撃力+2,,,ヒッポキング ドラゴンクエストライバルズ 攻略データベース,
224,card_b6efc36d,ビッグフェイス,なし,ユニット,3,3,3,におうだち,,,ビッグフェイス ドラゴンクエストライバルズ 攻略データベース,
225,card_fa51cb1d,ビッグボック,なし,ユニット,3,2,3,占い:(1)味方リーダーのテンション+1、このユニットのHP+1、(2)味方リーダーのテンション+2,,,ビッグボック ドラゴンクエストライバルズ 攻略データベース,
226,card_297ab628,ファイアボール,なし,ユニット,3,2,4,召喚時：GET(1)。BET：このターン中、味方リーダーが受けるダメージ-5。,,,ファイアボール ドラゴンクエストライバルズ 攻略データベース,
227,card_c3063bd9,フォレストマスター,なし,ユニット,3,2,3,召喚時：味方ヒーローがいない場合このターン中、次に使用する英雄カードのコスト-3。味方ヒーローがいる場合+1/+1,,,フォレストマスター ドラゴンクエストライバルズ 攻略データベース,
228,card_e2d91752,フロストギズモ,なし,ユニット,3,2,4,召喚時：指定の敵マスに氷塊を1つ出す,,,フロストギズモ ドラゴンクエストライバルズ 攻略データベース,
229,card_b67e7f26,ブラウニー,なし,ユニット,3,1,4,味方リーダーの攻撃で敵ユニットを倒す度攻撃力+2,,,ブラウニー ドラゴンクエストライバルズ 攻略データベース,
230,card_a409c3cb,ブラッドレディ,なし,ユニット,3,3,3,召喚時：ユニット1体に2ダメージ,,,ブラッドレディ ドラゴンクエストライバルズ 攻略データベース,
231,card_02ebd665,ブルホーク,なし,ユニット,3,3,2,占い:①自分のデッキから占いカードを1枚手札に加える ② 味方リーダーのテンション+2,,,ブルホーク ドラゴンクエストライバルズ 攻略データベース,
232,card_528c2387,ヘルコンダクター,なし,ユニット,3,1,4,召喚時：全ての敵ユニットの位置を前後入れ替える。スキルブースト:攻撃力+1,,,ヘルコンダクター ドラゴンクエストライバルズ 攻略データベース,
233,card_0c04ee8e,ベビーマジシャン,なし,ユニット,3,2,3,死亡時:魔法陣にいる場合カードを2枚引く,,,ベビーマジシャン ドラゴンクエストライバルズ 攻略データベース,
234,card_8b93b221,ベンガルクーン,なし,ユニット,3,3,3,召喚時:宝箱に召喚された場合、宝箱から4/4のミミックがあらわれる。,,,ベンガルクーン ドラゴンクエストライバルズ 攻略データベース,
235,card_ffdb7171,ホークマン,なし,ユニット,3,4,2,ねらい撃ち,,,ホークマン ドラゴンクエストライバルズ 攻略データベース,
236,card_140f5c76,ボル&ブル,なし,ユニット,3,3,2,2回攻撃,,,ボル&ブル ドラゴンクエストライバルズ 攻略データベース,
237,card_7f8b3f52,ポムポムボム,なし,ユニット,3,2,4,占いカードを使う度速攻1/1のバブリンを出す,,,ポムポムボム ドラゴンクエストライバルズ 攻略データベース,
238,card_50e86ffa,マジカルハット,なし,ユニット,3,1,3,他の味方ユニットに自分が特技を使う度その特技と同じ効果がこのユニットに対しても発動する。,,,マジカルハット ドラゴンクエストライバルズ 攻略データベース,
239,card_58a07f93,マッドオックス,なし,ユニット,3,2,3,召喚時：正面にいるランダムな敵ユニット1体に１ダメージを与える。スキルブースト:+1ダメージ,,,マッドオックス ドラゴンクエストライバルズ 攻略データベース,
240,card_bf35ede9,マペットマン,なし,ユニット,3,2,4,召喚時：味方ユニット1体にさくせんを出す,,,マペットマン ドラゴンクエストライバルズ 攻略データベース,
241,card_62320064,マポレーナ,なし,ユニット,3,2,3,召喚時： 味方ユニット1体を+1/+1,,,マポレーナ ドラゴンクエストライバルズ 攻略データベース,
242,card_0afd4359,マージリンリン,なし,ユニット,3,2,4,れんけい：におうだち1/3のフーセンドラゴンを1体出す,,,マージリンリン ドラゴンクエストライバルズ 攻略データベース,
243,card_1deadf61,ミケまどう,なし,ユニット,3,4,2,召喚時：後列にいるユニット1体に1ダメージ,,,ミケまどう ドラゴンクエストライバルズ 攻略データベース,
244,card_5f6a3720,ミステリピラー,なし,ユニット,3,4,3,召喚時：自分のデッキからコスト1以下のカードを1枚引く,,,ミステリピラー ドラゴンクエストライバルズ 攻略データベース,
245,card_6546b092,ミニデーモン,なし,ユニット,3,2,2,召喚時：味方ヒーローがいる場合自分のデッキからコスト2の特技カードをランダムに1枚引く,,,ミニデーモン ドラゴンクエストライバルズ 攻略データベース,
246,card_42d3e59b,ミミック,なし,ユニット,3,4,4,死亡時：相手はカードを引く,,,ミミック ドラゴンクエストライバルズ 攻略データベース,
247,card_286c12aa,メイデンドール,なし,ユニット,3,1,3,召喚時：味方ヒーローがいる場合敵ユニット1体を-2/-2,,,メイデンドール ドラゴンクエストライバルズ 攻略データベース,
248,card_48f96c44,メガザルロック,なし,ユニット,3,1,4,死亡時：コスト2以下のランダムな味方ユニット1体を復活させる,,,メガザルロック ドラゴンクエストライバルズ 攻略データベース,
249,card_cc2b6076,メーダクイン,なし,ユニット,3,2,4,お互いの手札にある本来のコストが0の特技カードのコスト+1,,,メーダクイン ドラゴンクエストライバルズ 攻略データベース,
250,card_2afd4475,モグラの子分,なし,ユニット,3,1,1,速攻、ターン終了時このユニットは死亡する、スキルブースト：攻撃力+1,,,モグラの子分 ドラゴンクエストライバルズ 攻略データベース,
251,card_abaa260f,ライノソルジャー,なし,ユニット,3,4,2,スキルブースト：HP+1,,,ライノソルジャー ドラゴンクエストライバルズ 攻略データベース,
252,card_1b19a9ac,妖魔軍王ブギー,なし,ユニット,3,3,2,召喚時：敵の冒険者1体をこのユニットが場にいる間+2/+2して味方にする,,,妖魔軍王ブギー ドラゴンクエストライバルズ 攻略データベース,
253,card_5f8af18a,強欲なミミック,なし,ユニット,3,2,4,召喚時：GET(1)、BET:攻撃力+1、死亡時:このユニットの攻撃力が4以上ならレジェンドレアカードを手札に1枚加える,,,強欲なミミック ドラゴンクエストライバルズ 攻略データベース,
254,card_0a058f8a,忠義の騎士アドン,なし,ユニット,3,2,3,このカードはピサロナイトとしても扱う。召喚時:他の味方のピサロナイトの数分+1/+1を得る。,,,忠義の騎士アドン ドラゴンクエストライバルズ 攻略データベース,
255,card_b4ffdc6a,支援のかれくさネズミ,なし,ユニット,3,2,2,召喚時:味方リーダーが武器を装備していない場合+1/+1 味方リーダーにおどる宝石のそろばんを装備する 武器を装備している場合はぐれメタルを1体出す,,,支援のかれくさネズミ ドラゴンクエストライバルズ 攻略データベース,
256,card_9932fa8b,残響のようじゅつし,なし,ユニット,3,2,3,召喚時：耐戦中に自分が使った特技カード1枚を手札に加える。自分の手札にある対戦中に自分が使用した特技カードと同じカードのコスト-1,,,残響のようじゅつし ドラゴンクエストライバルズ 攻略データベース,
257,card_901c5732,群れなすよるのていおう,なし,ユニット,3,2,2,召喚時:群れなるよるのていおうを1体出す,,,群れなすよるのていおう ドラゴンクエストライバルズ 攻略データベース,
258,card_2b361299,豊作のじんめんじゅ,なし,ユニット,3,1,4,ステルス、自分のターン終了時1/1のガップリンを1体出す。このユニットは1ダメージを受ける,,,豊作のじんめんじゅ ドラゴンクエストライバルズ 攻略データベース,
259,card_f9087fd7,豪腕王アントン,なし,ユニット,3,2,4,絶好調、貫通、におうだち、このユニットが絶好調状態なら攻撃力+2を得る,,,豪腕王アントン ドラゴンクエストライバルズ 攻略データベース,
260,card_b4a5ff7d,鏡像のマネマネ,なし,ユニット,3,3,2,速攻、れんけい：次の1回のみ味方リーダーのテンションスキルは敵リーダーと同じテンションスキルになる,,,鏡像のマネマネ ドラゴンクエストライバルズ 攻略データベース,
261,card_d35930e1,闇のクリスタル,なし,ユニット,3,0,3,攻撃できない。自分のターン終了時このユニットの正面にいる全ての敵ユニットと敵リーダーに2ダメージ。,,,闇のクリスタル ドラゴンクエストライバルズ 攻略データベース,
262,card_41616b9f,韋駄天のドラまさ,なし,ユニット,3,2,3,絶好調、速攻、ねらい撃ち このユニットが敵リーダーを攻撃した時絶好調状態ならカードを1枚引く,,,韋駄天のドラまさ ドラゴンクエストライバルズ 攻略データベース,
263,card_9c45eab0,黄金兵,なし,ユニット,3,2,3,におうだち、自分がコインを使う度このターン中手札にあるこのカードのコスト-2,,,黄金兵 ドラゴンクエストライバルズ 攻略データベース,
264,card_1e6a7f8a,あらくれチャッピー,なし,ユニット,4,3,2,召喚時：ユニット1体に2ダメージ,,,あらくれチャッピー ドラゴンクエストライバルズ 攻略データベース,
265,card_d8ea0146,うみぼうず,なし,ユニット,4,3,3,ステルス、スキルブースト:攻撃力+1,,,うみぼうず ドラゴンクエストライバルズ 攻略データベース,
266,card_02f68fb2,かえんムカデ,なし,ユニット,4,2,2,召喚時:地形マスに召喚された場合他の全てのユニットに2ダメージ,,,かえんムカデ ドラゴンクエストライバルズ 攻略データベース,
267,card_bbd9ea7b,きとうし,なし,ユニット,4,4,4,特技ダメージ+1,,,きとうし ドラゴンクエストライバルズ 攻略データベース,
268,card_5ecc885f,きりさきピエロ,なし,ユニット,4,4,4,召喚時：敵ユニット1体につき武術カード1枚を手札に加える。,,,きりさきピエロ ドラゴンクエストライバルズ 攻略データベース,
269,card_af5967db,くびかりぞく,なし,ユニット,4,4,4,味方リーダーの攻撃で敵ユニットを倒す度味方リーダーのテンション+1,,,くびかりぞく ドラゴンクエストライバルズ 攻略データベース,
270,card_9e4a118c,ごくらくちょう,なし,ユニット,4,4,4,シンクロ:①HP+1、②ねらい撃ち、③死亡時:味方リーダーのHPを3回復、敵リーダーに3ダメージ,,,ごくらくちょう ドラゴンクエストライバルズ 攻略データベース,
271,card_9e1023b9,ごろつき,なし,ユニット,4,4,3,召喚時：自分のデッキから攻撃力1のユニットを1枚引く,,,ごろつき ドラゴンクエストライバルズ 攻略データベース,
272,card_fa02a271,さんぞくウルフ,なし,ユニット,4,5,4,味方リーダーの攻撃で敵ユニットを倒す度敵リーダーに2ダメージ,,,さんぞくウルフ ドラゴンクエストライバルズ 攻略データベース,
273,card_428d41c0,じごくのざりがに,なし,ユニット,4,3,6,味方のピサロナイトが場に出る度味方リーダーのHPを2回復する,,,じごくのざりがに ドラゴンクエストライバルズ 攻略データベース,
274,card_6a23f024,じごくのばんけん,なし,ユニット,4,2,4,2回攻撃、隣接している味方建物の数分攻撃力+1,,,じごくのばんけん ドラゴンクエストライバルズ 攻略データベース,
275,card_9ddf066e,じごくのもんばん,なし,ユニット,4,4,4,召喚時：敵ユニット1体をこのユニットの正面に移動させる,,,じごくのもんばん ドラゴンクエストライバルズ 攻略データベース,
276,card_9cf1df5d,ずしおうまる,なし,ユニット,4,3,5,敵リーダーのテンションが上がる度敵リーダーに3ダメージ,,,ずしおうまる ドラゴンクエストライバルズ 攻略データベース,
277,card_3b83de7d,たてまじん,なし,ユニット,4,3,6,前列にいる場合味方リーダーが受けるダメージ-1,,,たてまじん ドラゴンクエストライバルズ 攻略データベース,
278,card_96e3bdd2,てっこうまじん,なし,ユニット,4,3,5,味方が持つメタルボディはハードメタルボディに強化される,,,てっこうまじん ドラゴンクエストライバルズ 攻略データベース,
279,card_48b9240b,どぐうせんし,なし,ユニット,4,3,6,召喚時:このユニットがいる横1列の後列マスの地形を全てバリア床に変える。 この効果で地形の上書きはできない。,,,どぐうせんし ドラゴンクエストライバルズ 攻略データベース,
280,card_5541ecb4,ぶっちズキーニャ,なし,ユニット,4,3,5,貫通、召喚時：自分の場にある地形の数分攻撃力+1,,,ぶっちズキーニャ ドラゴンクエストライバルズ 攻略データベース,
281,card_895d67be,ほのおのせんし,なし,ユニット,4,4,3,召喚時：前列に召喚した場合味方ヒーローがいるなら１マス前にいる敵ユニットに4ダメージ,,,ほのおのせんし ドラゴンクエストライバルズ 攻略データベース,
282,card_e3e69707,まほうじじい,なし,ユニット,4,4,4,味方ヒーローのヒーロースキルはコストが1下がる,,,まほうじじい ドラゴンクエストライバルズ 攻略データベース,
283,card_53eef9e2,みわくのランプ,なし,ユニット,4,3,5,自分が占いカードを使う度ランダムな占い師のカード1枚を手札に加える,,,みわくのランプ ドラゴンクエストライバルズ 攻略データベース,
284,card_83b14001,ようがんげんじん,なし,ユニット,4,4,3,ステルス、召喚時：このユニットにさくせんを出す,,,ようがんげんじん ドラゴンクエストライバルズ 攻略データベース,
285,card_7bc0540b,アイスボンバー,なし,ユニット,4,3,3,ねらい撃ち。召喚時：相手の場に氷塊があるなら+2/+2,,,アイスボンバー ドラゴンクエストライバルズ 攻略データベース,
286,card_90ff25ad,アサシンクロー,なし,ユニット,4,5,4,召喚時：GET(1)。BET：武術カードを1枚手札に加える。,,,アサシンクロー ドラゴンクエストライバルズ 攻略データベース,
287,card_db46b9b9,イーブルフライ,なし,ユニット,4,3,4,召喚時：ユニット1体の攻撃力をHPと同じ値にする,,,イーブルフライ ドラゴンクエストライバルズ 攻略データベース,
288,card_4879b13c,ウィングタイガー,なし,ユニット,4,4,5,召喚時：味方ヒーローがいる場合敵ユニット1体の攻撃力を-2,,,ウィングタイガー ドラゴンクエストライバルズ 攻略データベース,
289,card_87807d75,エッグラ&チキーラ,なし,ユニット,4,4,5,召喚時：タマゴかニワトリどちらが偉いと思うかを選ぶ。次のターン開始時相手にどちらを選んだか当てられなかった場合選んだ効果が発動する。,,,エッグラ&チキーラ ドラゴンクエストライバルズ 攻略データベース,
290,card_45a4d7c5,エビルチクリン,なし,ユニット,4,2,6,におうだち、召喚時：味方ユニット1体ににおうだちを付与する,,,エビルチクリン ドラゴンクエストライバルズ 攻略データベース,
